,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,ref-cycles,rss,pkg_pwr,ram_pwr,power
49,5770,338242,8670,50092,0,0,7214781264,15795529154,7213044546,1220862,178.3,17.04,261.6
50,43719384,768129810,24973936,164373526,0,0,150672273708,58313016428,151228253280,1222161,177.24,16.97,261.6
51,54217778,924764494,29615544,191591508,8,4096,178362359094,69198549788,178860422240,1222161,177.04,17.01,261.7
52,67013496,1026077374,34301566,221146614,3920,2007040,199268122414,78140482342,199859451866,1222161,178.95,17.1,261.6
53,28046,554354,25318,97216,0,0,6023863778,13194123850,6033655190,1222161,176.87,17.06,261.8
54,18864,455048,21472,74736,0,0,8002989266,17904758382,8000778048,1222161,177.86,17.04,262.0
55,61010398,909360072,31368544,194577940,80,40960,176043270982,69146232074,176517534662,1222161,178.07,17.02,262.0
56,68676804,890950134,35205036,200286656,0,0,179373263608,69551124218,179815860710,1222161,177.9,17.15,262.1
57,15894,496706,20906,113142,0,0,7642864742,17105703614,7678649374,1223381,177.5,16.93,262.3
58,59552904,895138136,30494106,192820386,0,0,172624688454,67097667390,173073497096,1223381,178.6,17.15,262.2
59,4114,245746,5960,36372,0,0,8249722810,18242790846,8250818582,1223381,177.39,16.88,262.3
60,63568542,934415766,32500154,200708666,24,12288,182129936834,70532237326,182688163720,1223484,178.05,16.93,262.5
61,55979230,755527212,27594510,161984716,8,4096,147745959282,57662846468,148082646088,1223484,178.09,17.0,262.4
62,56661830,806225072,28610866,171201722,0,0,156735988976,60596584786,157144963044,1223703,178.23,17.05,262.5
63,6468,532820,14870,101284,0,0,9908269412,22089880234,9906038460,1223703,177.99,17.14,262.6
64,8182,389356,12976,86148,0,0,6574320828,14577567928,6577888416,1223703,178.07,17.19,262.7
65,63584822,893715524,32163268,195229992,168,86016,173694043344,67485659002,174166800308,21730,177.76,16.97,262.7
66,68337070,933876908,34140902,203829204,0,0,184340646872,71421009176,185014493416,21730,177.78,17.02,262.8
67,51285270,745559396,26076204,160089620,2288,1171456,144702175102,56093525358,145080563202,21733,177.7,17.14,262.7
68,13284,456082,15746,98988,0,0,9498033116,20698970554,9487575958,21733,177.78,17.02,262.8
69,11660,376044,10754,85412,0,0,8917490580,20081403112,8935813236,21733,177.64,17.03,262.8
70,48468844,665558974,24324476,146499218,288,147456,128627139364,49866310814,129495833524,21733,177.88,17.1,262.7
71,61701322,927244912,31489104,199655000,0,0,178646172018,69365598344,179190290258,21733,178.27,17.0,262.7
72,7646,324140,9936,57300,0,0,9663758240,21596000244,9657266916,77685,148.24,15.99,262.8
73,50383660,689140878,24744220,149758884,0,0,134717128148,52147074502,135064550612,77685,123.52,14.82,262.8
74,11126,432302,12064,100784,0,0,8867365570,17640315150,8860000688,77685,121.58,14.62,199.7
75,70794806,936766616,35109546,203174686,0,0,184930571128,71075823516,185428614996,77685,123.34,14.85,186.5
76,48983188,750620222,25134754,156765710,0,0,143831968168,55066481570,144183533776,77685,122.95,14.72,187.0
77,17180,504276,13032,98698,0,0,9744322630,21209727830,9751923786,77685,123.04,14.84,195.3
78,52954384,715821738,26403362,156361500,0,0,141017593308,54413226346,141484969542,77685,123.85,14.81,194.7
79,13086,461644,9480,94388,0,0,8310444714,18586227278,8335563718,77685,121.56,14.69,194.6
80,64111790,954745492,32539546,200063446,0,0,180955157980,70025655040,181542131036,260808,122.22,14.76,194.3
81,53620754,792790250,27962832,173854562,0,0,156842154798,60604643224,157282843416,260808,122.43,14.69,194.0
82,18920,689034,33288,167838,0,0,8088014946,17980892848,8102088582,373014,147.06,15.8,194.0
83,64549560,835355092,30934476,182870770,0,0,164527025142,64407202370,164869828444,373014,179.56,16.77,193.4
84,8666,314654,14484,52148,0,0,6618104978,14801418616,6620525092,373014,178.17,16.46,259.0
85,66055424,918242134,33180226,199577802,0,0,178408334134,68811443266,178970854298,465058,179.2,16.65,259.5
86,69839226,953751066,34468392,208265744,0,0,185187316320,72160465252,185687261404,465058,178.71,16.79,260.0
87,62411084,865314254,31502594,187531168,0,0,171005330810,66627969732,171640712470,549570,178.55,16.7,260.5
88,52889854,727557352,26481996,160197280,0,0,142712592702,55467171556,143021802282,549570,178.07,16.81,260.9
89,9508,349418,8594,76742,0,0,9497885006,21266132088,9502113424,549570,179.47,16.8,261.2
90,71931098,912093838,34561234,198569840,0,0,178888385620,69138466264,179388901516,654969,178.06,16.85,261.5
91,67592340,873126110,33363678,190503262,0,0,170628248642,66224853362,171197537662,654969,178.1,16.89,261.8
92,5086,196882,5138,36624,0,0,7621001840,16777753446,7625736580,739335,179.5,16.74,261.9
93,73645668,969512450,36385944,214041400,0,0,189157106276,73637305912,189727904372,739335,178.4,16.78,262.2
94,7368,318916,13704,65806,0,0,7030535400,15743937104,7051694056,739335,178.29,16.72,262.5
95,68947116,898411072,33668858,195935880,0,0,176329984488,68983302968,176767442980,804135,179.29,16.87,262.5
96,53167452,780345188,26761262,168189522,0,0,150943618456,58457130300,151386725562,804135,178.47,16.79,262.6
97,15736,465184,13302,83796,0,0,8434091014,18829022082,8455508558,886549,178.71,16.82,262.8
98,61752188,903517460,30957018,191296920,0,0,173716598848,67213658226,174205214080,886549,177.87,16.86,262.9
99,14204,503362,14104,109086,0,0,8403431396,18625543258,8408174986,886549,178.73,16.88,263.0
100,55155902,760862680,27635168,164543010,0,0,148543078752,57384742886,148972105572,1005671,178.37,16.84,263.0
101,67118748,935302850,32631112,199634760,0,0,181676814882,70765150684,182186448574,1005671,178.76,16.73,263.1
102,58211574,734800572,28191556,163294412,0,0,143766878742,55650247832,144229094078,1061303,179.11,16.78,263.1
103,71572850,939421222,34630576,205931954,0,0,184041660444,71136512936,184351412854,1061303,177.99,16.77,263.2
104,8630,293352,9792,53764,0,0,9089357652,20464949520,9102619784,1061303,178.25,16.77,263.2
105,55253148,728034124,26823410,158117298,0,0,141902577846,54907021840,142264738058,1123429,178.64,16.63,263.1
106,65702580,918686326,33254028,203595340,0,0,180881393676,70456524844,181504874656,1123429,177.96,16.9,263.2
107,18616,453092,14224,88122,0,0,8463737578,18839634140,8469716996,1185799,178.42,16.87,263.1
108,15396,219784,17924,51456,0,0,8765195478,21446491088,8758812356,1185799,179.13,16.87,263.1
109,8266,39816,12274,16996,0,0,8395738002,22107180950,8410308868,1185799,178.24,16.88,263.2
110,1666,10374,342,0,0,0,534610,193336,534704,1217215,178.9,16.73,263.3
111,0,0,0,0,0,0,0,0,0,1217215,178.98,16.84,263.2
112,10118,46922,14058,20586,0,0,10097371682,26693767334,10099204572,1218393,178.72,16.82,263.3
113,9522,14808,0,0,0,0,0,1542826,1904078,1218393,178.69,16.72,263.4
114,9762,49084,13886,21038,0,0,10097722282,27032468058,10099368770,1218393,179.6,16.83,263.4
115,5348,8082,0,0,0,0,239830,506060,955052,1218393,178.07,16.69,263.5
116,4458,7642,0,0,0,0,219610,423306,754722,1218393,178.93,16.87,263.6
117,9526,45608,14848,22056,0,0,10089708118,26658116188,10091100562,1218736,178.96,16.98,263.5
118,22932242,349942448,12390182,80977234,0,0,69493130664,28238635846,70242902138,1218736,178.14,16.98,263.5
119,8284,321112,20666,100734,0,0,8819908768,19539915512,8841063780,1218736,178.21,16.82,263.6
120,56566350,866372784,29289770,183430832,0,0,168403291560,66220365030,168822304594,1221921,179.28,16.92,263.5
121,43847950,677426030,22937236,145393912,0,0,131551840424,51368494918,131958358590,1221921,178.08,16.82,263.6
122,59720524,917364634,32329926,199583600,0,0,179139488668,69821061498,179625272986,1221970,178.65,16.91,263.8
123,66817030,936745468,34452210,203737728,0,0,184526649190,72157783156,185052960890,1221970,179.18,16.94,263.8
124,19268,752856,21442,140838,0,0,8007856902,17874231208,8004409704,1221970,178.45,16.98,263.9
125,63771946,864683010,32994528,195039008,0,0,172499034148,66825779972,173103232184,1222051,178.59,16.95,264.1
126,51153922,699952270,25924436,154473056,0,0,137916277664,54292219058,138226741716,1222051,178.91,16.95,264.1
127,61974208,900848828,30967640,193702398,0,0,174110890656,68112343288,174454095286,1223391,178.52,16.94,264.1
128,65750206,938741302,33248060,202015946,0,0,182592217616,70572836830,183175512202,1223391,178.67,16.96,264.2
129,8572,314688,10116,67552,0,0,6907665060,15464221356,6922966896,1223391,178.87,16.95,264.2
130,59981280,889419560,30379042,191171128,0,0,170591937094,66554286554,171034990148,21734,178.38,16.83,264.4
131,62590400,828461732,31116856,183729878,0,0,164750609936,63974619718,164752334490,21734,178.98,16.8,264.5
132,67546468,887041562,33403810,192023690,0,0,172935438212,67568132398,173965028990,21734,179.28,16.97,264.5
133,13718,917464,18820,218220,0,0,7282252908,16151658506,7305955304,21734,179.06,16.93,264.6
134,9764,455844,14168,96170,0,0,8484726522,19020947958,8491907326,21734,178.23,16.86,264.8
135,50118654,708733372,25494828,155400960,0,0,138915888358,53839387154,139351522964,78012,179.0,16.94,264.8
136,66639874,956378750,33481898,203415878,0,0,182363908012,70755487582,182847529964,78012,178.7,17.0,264.8
137,19132,451780,15924,75372,0,0,8499857766,18892951216,8509922906,78012,178.85,16.93,264.9
138,65734674,896598602,32833046,194824830,0,0,175999212156,68536165548,176430943884,78012,178.63,16.97,264.9
139,13488,469674,16824,91570,0,0,8569290852,19370822576,8572691826,78012,178.74,16.88,264.9
140,50574646,732541628,26154910,159979858,0,0,142766752582,55231687598,143284297530,78012,178.52,16.85,265.0
141,74475576,939451704,36427852,205821206,0,0,184618618164,71783203540,185224116590,78012,178.67,16.87,265.0
142,15886,419454,20704,79238,0,0,7001942334,15829449282,7005147064,241076,142.17,15.54,264.9
143,69717336,893561410,33115992,191806106,0,0,172176287090,66967860686,172678619228,241076,121.88,14.74,265.0
144,8338,456832,9858,85856,0,0,8676300724,19381129786,8696285400,241076,123.92,14.82,208.7
145,57970554,919445614,29475296,188649324,0,0,172790134184,67350473952,173180622028,317524,122.21,14.82,186.8
146,49728826,693710318,25234396,151263254,0,0,134630937292,52403950086,135075991396,317524,122.71,14.76,196.3
147,17954,506870,26408,102438,0,0,9058606064,19985319646,9073833234,429675,123.97,14.76,195.7
148,45863464,785354472,23892334,162314528,0,0,147947388928,57229518396,148366464840,429675,121.58,14.71,195.8
149,8202,495562,8442,91408,0,0,8728627888,19378424130,8725608860,429675,124.3,14.75,195.4
150,69995576,944259606,35284546,206571530,0,0,185637276892,71531951724,186382213930,520821,121.28,14.61,195.3
151,0,0,0,0,0,0,0,0,0,520821,122.83,14.69,195.1
152,9412,427672,12592,87232,0,0,8880717280,19768395880,8894656910,610668,156.42,16.1,194.8
153,70859068,999319902,35965232,217492744,0,0,194873060458,75317478438,195541757070,610668,178.7,16.69,194.9
154,9510,731970,8694,136658,0,0,5379701192,11867834092,5371085982,610668,179.36,16.77,251.8
155,63179140,897386000,31059178,191631010,0,0,172548737634,67430033750,173020875398,689525,178.59,16.69,265.0
156,58622560,769957132,28748106,167346070,0,0,149744013752,58358454682,150229535342,689525,178.68,16.78,265.1
157,8520,354264,7388,55076,0,0,9728974734,21293281734,9724430138,774479,178.66,16.83,265.0
158,8712,352068,9974,63120,0,0,9219149856,20066265572,9225254718,774479,179.46,16.76,265.0
159,5176,210244,4778,41788,0,0,7451327216,16703847914,7456640538,774479,177.56,16.83,265.0
160,69432632,905490806,34490188,197627154,0,0,178525576972,69249535282,179062221270,851409,179.08,16.82,265.0
161,68004028,951774740,33329366,203728284,0,0,183277275262,71319890338,183702994246,851409,178.9,16.79,264.8
162,52415016,744028996,26552486,161534536,0,0,143971810754,55943399982,144449665684,925460,178.51,16.82,264.9
163,29264,644892,28376,111882,0,0,8191087034,18153036904,8189208732,925460,178.0,16.83,264.9
164,7336,370236,7520,86856,0,0,7686349868,17367158742,7704369230,925460,179.68,16.61,264.8
165,62448678,844098202,31749234,186038840,0,0,165295847162,63985169000,165915179618,1022103,177.99,16.87,264.7
166,67565146,931408788,34144726,203871932,0,0,183630466928,71349338314,184218246644,1022103,178.67,16.84,264.9
167,67144670,895465268,32556680,195240498,0,0,174811259662,68348676484,175386527282,1086616,179.39,16.81,264.7
168,65049634,855616008,31819656,187507164,0,0,167764439048,65594160002,168273873450,1086616,177.54,16.96,264.8
169,9012,348768,11960,56544,0,0,8894017342,19884325166,8902279586,1086616,178.76,16.82,264.9
170,45660326,666766070,22897936,145259110,0,0,129693136626,51184652210,130043328608,1150145,179.53,16.78,264.7
171,71386800,925770490,34780354,202685984,0,0,182265760112,70996069444,182729075920,1150145,178.65,16.9,264.8
172,66000914,866656762,32598990,190768868,0,0,169737285516,65796123238,170378913690,1188647,178.77,16.96,264.9
173,16160,673826,18920,122264,0,0,7870604880,17360257480,7871550256,1188647,179.04,16.9,264.9
174,11928,280522,9348,51550,0,0,6472729614,12615178118,6496974752,1188647,178.01,16.81,264.9
175,82300064,1075032184,41219404,239588782,0,0,212749700866,82073446386,213455080058,1192011,178.16,16.98,265.0
176,50914016,670293676,24950992,147268928,0,0,130225437694,51237532846,130648111434,1192011,179.71,16.79,264.9
177,63843852,883487416,31686180,190339024,0,0,170056555526,66597373068,170613074714,1192567,179.02,16.94,264.8
178,43930076,572539332,21294700,123571836,0,0,111906175842,44783527724,113546651612,1192567,177.88,16.73,265.0
179,11656,55330,14392,21118,0,0,10156012680,29123212374,10157450686,1192567,180.06,16.77,265.1
180,5047306,9548496,858506,1554112,0,0,3815308206,5728047792,3989619664,1192567,178.7,16.96,264.9
181,11414,54240,16228,22332,0,0,10341974682,29615523082,10343650994,1192567,178.42,16.73,265.1
182,4807586,8199330,799794,1416634,0,0,3292792880,4817019616,3397733426,1192861,179.84,16.68,265.1
183,6810018,11213070,734566,2139090,0,0,4837456822,7108120844,5006499438,1192861,178.91,16.92,265.0
184,10858,51048,15130,18604,0,0,8349420424,23779064636,8350710104,1192861,178.11,16.86,265.1
185,7078416,11430756,932012,2284292,0,0,4879126480,7019650576,5002350552,1220455,179.96,16.77,265.1
186,9422,42408,13544,17524,0,0,8184846378,22488446860,8186018340,1220455,179.02,16.84,265.0
187,1584,2874,0,0,0,0,435494,130606,435574,1220455,178.1,16.73,265.2
188,6842,34774,10172,16972,0,0,8082684388,21237269408,8083911656,1220455,179.29,16.84,265.2
189,13534,56440,17720,21908,0,0,10154083992,28770123214,10155670044,1220455,178.91,16.83,265.1
190,944,1650,0,0,0,0,222390,96696,222410,1222053,177.61,16.88,265.2
191,718,1414,0,0,0,0,228034,67376,227976,1222053,178.9,16.82,265.2
192,9010,16078,0,1200,0,0,2677778,1546002,2677706,21789,179.23,17.09,265.0
193,11622,46922,15022,21874,0,0,10144074262,27072147708,10145699950,21789,177.52,16.85,265.0
194,8562,40448,12566,17074,0,0,8073288568,21983796640,8074534896,21789,179.49,16.86,265.1
195,998,2298,0,0,0,0,242468,96004,242512,22442,178.93,17.01,264.9
196,61102,406198,0,0,0,0,24402768,39712228,60881632,22442,178.31,16.85,265.0
197,4756,12186,0,0,0,0,0,0,1127812,22515,179.01,16.86,265.1
198,7320,13860,0,0,0,0,558192,228454,1423036,22515,179.42,16.86,265.0
199,7732,37352,11526,17040,0,0,8073894236,21395846818,8075378642,22515,178.25,16.82,265.0
200,4744,7622,0,0,0,0,303064,108406,902384,22527,178.53,16.9,265.1
201,9726,45340,10436,17860,120,61440,8079331416,21645032768,8082186226,22527,178.89,17.01,265.0
202,37232666,388308900,22900644,100304036,0,0,90261558264,29158940970,91541135354,21884,178.57,16.87,264.9
203,56476572,608861306,36704874,154601814,0,0,155466818094,49001895606,156855437516,21884,177.98,16.84,265.0
204,13200,375042,20016,83030,0,0,10813244006,23942463364,10811585364,21884,179.29,16.85,264.9
205,54888810,589087750,35507440,149090472,0,0,146774567816,46260902520,148335630164,21884,178.25,16.93,264.8
206,54258148,579928168,35892454,146129904,0,0,153137532190,47600362764,154410101216,21884,178.28,16.79,264.8
207,59384826,626618210,37400044,157134232,0,0,150540955180,47714032724,151780801134,21884,179.25,16.91,264.8
208,5246,228676,6660,38348,0,0,9019987846,20044122878,9022791382,21884,178.2,16.8,264.7
209,3694,195902,5234,32150,0,0,7508829260,16721228394,7511365558,21884,178.21,16.89,264.8
210,59045702,617061824,37731828,158568480,0,0,152556718938,48162164576,154144922056,21884,179.32,16.99,264.7
211,57870170,606407320,36784190,152561062,0,0,153660049578,48425906622,154519391466,21884,178.64,16.87,264.6
212,58094578,592110442,36089146,150204684,0,0,147574698722,46391432000,148809150236,21884,137.85,15.55,264.8
213,54118640,585817370,34815174,146778354,0,0,145055436862,45818119372,146357048166,21884,126.74,15.13,264.8
214,5922,254730,5286,43270,0,0,9798718442,21730686342,9799723738,21884,127.84,15.09,219.8
215,56634920,594379354,35948116,150577230,0,0,147843763856,46588523260,149143110012,21884,127.75,15.14,192.2
216,55858550,596775918,35480094,150255936,0,0,149420818936,47034313952,150691968152,21884,127.03,14.98,200.8
217,55455924,601211704,35463232,148787324,0,0,146933908656,46469641484,148098247198,79153,126.2,15.21,200.5
218,56608754,592657796,35916302,150817898,0,0,151161024362,47314440802,152500449234,79153,130.77,15.35,200.5
219,7366,296640,9396,46140,0,0,9612119540,21485228986,9615245950,79153,128.81,15.3,200.0
220,55674618,580752300,34802044,145804700,168,86016,143834692724,45239003774,145075945986,79153,127.31,15.07,200.5
221,56862536,608216940,36756406,150334726,0,0,156069661642,48648497930,157385562464,79153,124.83,14.81,200.7
222,58343340,605044160,35923904,150632278,0,0,147793476238,46532110588,149073604022,79153,121.71,14.79,200.4
223,57397632,604132540,36053586,150544714,0,0,149673525834,46982331890,150913446316,79153,128.32,15.01,200.1
224,6088,264712,5744,46888,0,0,9050550038,20019927834,9050262598,79153,123.77,14.74,191.1
225,45034890,481661712,28337194,119877080,0,0,118178600274,37077559538,119063753512,230382,123.95,14.77,201.3
226,59064438,638759568,38312922,160186908,0,0,163532524512,51211892832,164837933150,230382,126.0,15.34,194.4
227,6042,255582,5202,47716,0,0,9386879504,20630552974,9392832604,326794,121.04,14.74,194.5
228,59146828,625352996,37944872,157840684,0,0,157894340926,49520835596,159155526964,326794,124.92,14.89,195.1
229,7804,286636,11114,78808,0,0,8835265762,19686507394,8855822384,326794,119.23,14.64,189.7
230,55705504,576814154,34790826,146376080,0,0,142512475464,44723702768,143825873700,436847,124.18,14.71,198.1
231,55852358,584550646,35314254,147913110,0,0,145644784822,45686789530,146822032172,436847,120.55,14.72,188.4
232,59706570,634501330,37570278,158287764,0,0,156471344284,49148387658,157829585290,542571,121.48,14.78,195.6
233,57369320,591749548,36034628,149906774,0,0,146323894442,46041233970,147726804742,542571,125.66,14.92,195.3
234,6714,311300,7872,53394,0,0,9067584356,20106980122,9067501556,542571,115.56,14.55,189.3
235,55078462,575605814,34136768,144497484,0,0,140683964392,44270981082,141893296256,647276,136.59,15.27,197.8
236,57670154,617133182,37528082,153444162,0,0,161919045240,50353194732,163286919696,647276,172.01,17.18,185.1
237,55124576,576738828,34814466,144587190,0,0,142009823302,44896177598,143140457046,730722,171.5,16.9,200.3
238,57873684,602235468,35938812,151251662,0,0,146999961810,46234141474,148287762014,730722,172.52,17.05,264.0
239,6334,229182,6392,40158,0,0,9013191654,19918818446,9015164280,730722,170.96,16.82,246.9
240,54499540,581562286,34694606,144731090,0,0,142262931112,44780743410,143377559420,829092,171.59,16.83,254.7
241,57150538,585394834,36053018,146951676,0,0,147577534716,46217011878,148849173786,829092,172.22,16.97,254.5
242,55515872,583193354,35375392,146861096,0,0,146900103448,46124436064,148089032720,914364,170.97,16.91,261.4
243,60015458,623565896,37115714,157772216,0,0,151200467376,47634847588,152547684084,914364,171.78,16.89,260.8
244,4510,237750,5694,40638,0,0,9605290020,21311059002,9609423054,914364,171.41,16.81,246.7
245,57712526,598183444,35868842,149758096,0,0,146136422724,45702234884,147336020266,1048202,171.61,16.94,253.5
246,56172170,589962490,35486636,147810360,0,0,146103117562,45828669632,147240397320,1048202,170.39,16.82,253.5
247,43606318,467160886,28143266,116974524,0,0,116724933646,36517812546,117968230042,1110294,172.31,16.93,262.5
248,62074246,649947262,38837772,163783392,0,0,158733965048,49891119134,159869086090,1110294,171.8,16.93,247.5
249,4940,232682,5554,55468,0,0,9153191906,20464698284,9164285556,1110294,170.88,16.84,254.3
250,56462042,591301008,35687546,148288746,0,0,146325629798,46058526178,147588276674,1183008,171.94,16.89,254.2
251,57931078,597430154,36573992,151994122,0,0,150147486794,46973841784,151386749028,1183008,171.58,16.96,254.1
252,7070,221048,5300,46482,0,0,8696541514,19330237648,8703925438,1201951,170.77,16.85,261.8
253,55913236,580035902,34526512,145826226,0,0,148873557002,63260360676,150046416606,1201951,172.89,16.97,249.2
254,4054,226640,6222,39384,0,0,9249619884,20794837104,9252104622,1201951,170.37,16.86,249.6
255,57692658,601395170,36169192,152062766,0,0,148855339002,46669425116,150113910170,1202000,171.8,16.86,255.1
256,57345998,591394898,35113110,148204442,0,0,140396765604,44380484842,141624232146,1202000,172.25,16.97,254.7
257,4686,293324,9092,57552,0,0,9169148978,20307583034,9175250194,1202000,171.7,16.91,262.0
258,5818,255938,7428,37510,0,0,8843016734,19794704988,8856144748,1202000,171.45,16.81,249.2
259,7032,340992,19350,75934,0,0,8634014828,19117111506,8628681550,1202000,172.01,16.84,249.8
260,55195134,578040306,34714428,144020494,0,0,143455083542,44886611836,144740664464,1202000,171.18,16.81,250.2
261,59675092,607327994,37162058,153165676,0,0,151018618546,47146154412,152328740410,1202000,171.76,16.92,250.7
262,8750,115972,10624,27158,0,0,10878610088,27521544908,10866593370,1202000,172.13,16.95,260.9
263,9962,38624,11660,16960,0,0,8305202722,22024583742,8307436978,1202000,171.77,16.91,249.2
264,8918,35754,11168,16578,0,0,8366443948,22183190866,8367737598,1202000,171.22,16.95,249.8
265,960,2592,0,0,0,0,273502,116752,273516,1220090,172.62,16.89,250.3
266,28618,388336,23034,83550,0,0,57661392,38936250,59026340,1220090,171.04,16.93,250.7
267,10276,45248,13734,19792,0,0,10164019684,26791044624,10164999062,1222736,171.56,16.92,262.3
268,4562,8096,0,0,0,0,400568,580474,935548,1222736,172.28,16.89,248.6
269,9520,39244,11134,16556,0,0,8170129188,21735432790,8171207112,1222736,171.86,16.92,249.2
270,5472,8522,0,0,0,0,294580,503202,1090936,1223324,171.09,16.78,249.8
271,3018,6706,0,0,0,0,290382,315550,536498,1223324,172.87,17.03,250.4
272,6228,139310,12484,35308,0,0,8354464080,20350908140,8368220818,1225235,170.99,16.82,250.6
273,57803124,610332068,36310218,155213636,0,0,158874530874,68225779946,160212616074,1225235,171.9,16.78,263.1
274,4296,278796,15550,56910,0,0,9356398758,20728219108,9355971284,1225235,171.95,16.88,256.2
275,57814686,612734724,36770226,153283264,0,0,150141473600,47447474170,151485429174,1225235,171.48,16.86,246.7
276,56379228,594448518,36700976,149503792,0,0,153698404344,48244241402,155053466756,1225235,171.85,16.94,254.7
277,56917270,598684630,35961818,150131350,0,0,144172975738,45739085530,145291777876,1225235,172.81,16.9,254.4
278,5358,248618,10544,46280,0,0,9456830838,21018996060,9458604796,1225235,170.8,16.88,254.4
279,6302,254082,13718,52160,0,0,9193796314,20436398838,9197771540,1225235,172.02,16.92,254.5
280,60029356,628687326,38039664,159588958,0,0,152505825166,48281565326,153555595212,1225235,172.04,16.85,254.3
281,59966382,622804784,38152006,157510784,0,0,156522395478,49173939122,158039530436,1225235,172.08,16.96,254.2
282,58763362,604517472,36488378,152067804,0,0,147666840116,46654401196,148853268118,1225627,171.65,16.92,254.2
