,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,pkg_pwr,ram_pwr,ref-cycles,power
0,389732,7701717,25865,2352300,0,0,1233657093,2517915707,40.25,6.95,1426114054,115.6
1,624011,8166658,40473,2234851,720,368640,1415680777,2511554141,40.24,6.97,1499693851,95.1
2,561383,10868875,51590,3271375,0,0,1936430205,3477961930,40.25,6.93,2007808486,131.2
3,646532,7970567,41093,2217591,0,0,1442686922,2580470717,40.23,6.93,1519238333,131.2
4,589754,7957311,28624,2370950,112,57344,1415785469,2535690189,40.27,6.92,1465636109,131.3
5,527034,10345982,50675,3102982,616,315392,1803040147,3328621180,40.26,6.94,1977545171,131.4
6,430863,7882016,29588,2480866,48,24576,1407330018,2615011613,40.18,6.9,1488474020,131.4
7,440937,7997854,31490,2432240,56,28672,1411766475,2601706553,40.16,6.92,1476791959,131.5
8,678537,10512690,54747,3149983,0,0,1861351243,3352633121,40.13,6.96,1958664252,131.6
9,205288,2761841,14549,239227,0,0,509055282,897187301,33.21,6.14,619111496,131.7
10,14352,1890907,178,138240,0,0,394111609,621495375,23.34,5.36,479329339,131.7
11,59533,2038356,4432,184144,440,225280,425253074,735466398,23.56,5.4,566110706,131.7
12,12421,1781993,87,142460,0,0,391158537,641027107,23.04,5.24,484819717,131.8
13,247291,2357411,8206,142475,0,0,382024452,601143670,23.54,5.42,524209375,131.8
14,19416,1441189,3516,139184,0,0,316567054,466537902,23.04,5.38,373814447,131.8
15,13958,2017735,1866,179488,0,0,438205569,669372892,23.41,5.32,509277536,131.8
16,11128,1617169,351,102817,160,81920,322231832,548065564,23.0,5.21,414529801,131.8
17,10558,2025159,906,141235,0,0,418988095,658520732,23.33,5.3,488911104,131.1
18,183368,2717033,8873,170627,0,0,467797368,704669133,24.36,5.51,602690544,98.1
19,163988,2530881,7831,162008,0,0,440674095,699058094,23.99,5.55,520676740,97.9
20,65199,2427440,7816,208387,0,0,471914877,694189481,23.76,5.57,564406645,97.8
21,13423,1568066,742,132979,4024,2060288,365656266,577402521,23.21,5.29,430978396,97.6
22,89566,1638119,6427,104956,0,0,334707748,468504284,23.26,5.33,412878229,97.5
23,135742,2528851,10034,112885,0,0,420134651,657459870,23.74,5.51,550151419,97.5
24,22927,1914645,2138,119315,0,0,368313585,586482990,23.31,5.38,469730287,97.2
25,5197,1435761,167,122225,0,0,293311427,461955651,22.88,5.18,385956228,97.1
26,5317,1648924,143,78681,320,163840,328147206,497659375,22.8,5.2,414970231,97.2
27,11961,1537986,491,100796,58488,29945856,265849305,480721729,22.89,5.09,390684227,97.3
28,121530,2108542,9059,165400,0,0,401746616,598753982,23.56,5.37,484730288,97.6
29,18349,1777744,1332,127049,0,0,336782355,550405081,22.99,5.34,409162679,97.4
30,54993,1843817,4300,149188,0,0,369832274,559039453,23.5,5.4,438608129,97.2
31,36137,2023446,5433,152791,384,196608,427552176,673718691,23.49,5.44,498635391,97.3
32,160788,2270192,9748,176278,0,0,408532379,649576748,23.76,5.47,507168221,97.3
33,179887,2525617,12931,235199,0,0,499440724,743806341,24.36,5.57,594215213,97.0
34,73649,2383106,14678,168719,0,0,494160539,744593065,23.51,5.53,565975998,96.8
35,15996,1748704,332,99773,0,0,272368054,441786592,23.0,5.34,395051578,96.6
36,52945,2002788,3844,138165,160,81920,447038068,680815755,23.23,5.38,519260932,96.6
37,65736,1815543,384,119001,0,0,344608874,515891749,23.19,5.28,454648719,96.6
38,165302,2327333,9310,99704,0,0,335557988,537039011,23.36,5.42,487618224,96.6
39,25098,1805184,726,117011,0,0,379400076,606922414,23.11,5.3,463779113,96.7
40,107776,1664351,10801,177723,0,0,436780764,543643775,23.01,5.29,489195161,96.8
41,16888,1323196,2803,149997,160,81920,342404258,503353885,22.77,5.32,378739586,96.8
42,12338,1809762,687,106334,0,0,329325248,526693035,22.92,5.27,380090265,96.9
43,92110,2233334,9948,181383,56,28672,434681941,591680957,23.52,5.41,512103733,96.9
44,112954,2470807,7510,160581,0,0,427871854,647307087,24.26,5.55,590088862,96.8
45,89302,2125724,8306,170215,0,0,411955194,612283315,23.26,5.42,499339766,96.7
46,24939,1677765,678,110056,160,81920,381102053,568989842,22.85,5.27,413432274,96.7
47,8341,1549705,905,104361,0,0,311898886,484140827,22.66,5.2,365207508,96.6
48,98281,2063171,13272,155371,0,0,408092170,658989065,23.23,5.35,487947986,96.5
49,24075,1823430,2943,92686,0,0,340580191,500745842,22.87,5.26,414781247,96.4
50,11743,1551819,563,82157,0,0,273185636,444991723,22.7,5.24,360278062,96.3
51,7523,1637414,262,122384,160,81920,312713144,465183400,22.66,5.18,382458886,96.3
52,136390,2224044,12811,169281,0,0,449086246,639104158,23.5,5.44,560231092,96.7
53,242700,2543453,12816,238392,0,0,506753497,725310913,23.77,5.6,623386747,96.6
54,32472,1771500,640,101686,0,0,337555752,481551548,22.72,5.34,419778748,96.5
55,105387,2067261,7788,122800,0,0,303209410,509925190,22.97,5.38,434463386,96.4
56,18050,1605716,1042,111203,496,253952,345221362,580594431,22.7,5.29,415518676,96.3
57,63274,1656378,457,86949,0,0,269458390,507709033,22.7,5.21,390816516,96.3
