,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,pkg_pwr,ram_pwr,ref-cycles,power
0,134665,4467389,8734,191951,0,0,518734770,434918440,28.59,5.66,643882679,93.4
1,21722,3741346,174,200956,2632,1347584,479502978,328098497,28.11,5.32,509603460,110.4
2,10814,4511125,267,225912,944,483328,539332247,381190223,28.24,5.26,602084199,93.3
3,8962,3525885,172,159354,0,0,414010310,308602778,25.56,5.11,487407653,93.3
4,169056,3526580,13802,140532,0,0,433167664,446922202,26.03,5.69,554309775,93.3
5,18334,4474240,779,230902,0,0,563523497,378463878,25.14,5.27,640797728,100.3
6,5188,2717783,372,160211,0,0,396982634,265777971,24.29,5.12,418188048,110.2
7,3582,2839944,47,161462,1000,512000,396599892,261241387,25.28,5.06,421420608,104.0
8,4955,3129335,125,176426,0,0,422386351,292416492,25.56,5.03,460087061,103.7
9,106513,4152990,8944,267067,0,0,590557728,432177060,26.28,5.27,637916714,103.3
10,13273,3266745,185,196484,0,0,473038444,332712037,26.01,5.16,507233834,103.1
11,3749,3271773,149,179944,0,0,418357320,284158908,25.35,5.03,461274463,102.5
12,5997,2801438,133,117285,328,167936,344933798,253875363,23.51,5.06,434915365,102.0
13,1723,2243970,187,107851,0,0,284190348,202869727,23.87,5.06,363559297,101.8
14,77679,3182106,4957,141509,0,0,384002971,330907652,26.36,5.25,473482902,101.2
15,28928,4465652,2881,248749,0,0,602305537,408582118,25.33,5.25,662341678,101.6
16,4795,2346400,468,113556,0,0,313165682,244452680,24.1,5.17,387233492,101.6
17,3315,2694437,267,137968,384,196608,422251279,296049596,23.24,5.09,464256680,101.1
18,2583,2521489,157,140006,0,0,342947145,228101203,24.26,5.03,377355820,95.9
19,106285,3708507,3430,222259,0,0,501793304,360240678,26.61,5.24,536068635,95.9
20,26437,3692169,1949,186826,0,0,456791744,312609994,24.64,5.17,499074880,105.1
21,4814,3264734,392,185616,0,0,436119567,284613819,25.07,5.05,450328655,97.5
22,2097,2919322,399,183295,328,167936,393326814,253342222,25.18,5.01,415437481,97.3
23,2983,3046696,392,183246,0,0,437248576,287915826,23.58,4.95,461830201,97.3
24,88786,3644320,6178,194031,0,0,477569192,372902090,26.27,5.29,518819466,97.2
25,10962,3004794,2329,177189,0,0,435486268,286958403,25.45,5.18,444337725,102.4
26,4977,3170980,415,169474,0,0,413119985,278589661,24.79,5.09,464902283,102.0
27,2917,3707135,333,170323,440,225280,452358920,306006220,24.55,5.03,522058203,101.7
28,5218,3120680,289,165981,0,0,401381731,267775480,24.96,4.99,420690983,101.1
29,86917,3698374,5196,199774,0,0,502366295,363887088,26.78,5.22,546255355,100.7
30,25070,3254121,183,179441,0,0,407428449,277220053,25.53,5.17,476729818,100.8
31,7532,2727277,54,138320,0,0,390229906,258332323,23.32,5.1,434826488,100.8
32,5054,2705676,169,146947,328,167936,379722871,257065316,25.4,5.11,403562728,100.2
33,2222,4032554,108,200194,47672,24408064,524871298,350531358,24.15,5.03,580709185,100.2
34,70139,3841819,7869,195309,0,0,465298119,360702852,25.99,5.29,530186127,99.7
35,78047,4025633,1004,221485,0,0,509550974,335731376,26.58,5.23,532958066,100.3
36,5823,3296437,249,185858,0,0,434574370,281251713,25.36,5.11,454064780,100.0
37,3000,2567509,82,147250,832,425984,350299960,229747945,24.24,5.05,381562004,99.7
38,2054,3517448,91,165529,0,0,460774366,296064580,24.42,5.02,503902739,99.6
39,80963,2349513,8592,108906,0,0,290973178,264374179,25.03,5.3,384725870,99.4
40,78813,4759425,885,277029,0,0,660628189,478711881,25.19,5.32,708478426,99.8
41,5867,2680143,137,163457,0,0,379608271,243027910,24.53,5.09,396224508,100.1
42,3569,3363558,98,169529,328,167936,439714608,290448734,25.64,5.09,472502521,99.9
43,2476,3111132,97,157312,0,0,380798952,283482500,23.9,5.0,484006013,99.5
44,195897,3502080,12604,125367,0,0,463294210,379612322,25.98,5.46,511055778,99.1
45,17126,2800930,668,164979,0,0,374110500,244575563,24.87,5.21,409988758,99.2
46,6983,3152746,127,177628,0,0,416486311,290241928,23.44,5.12,487936386,99.4
47,8185,3469850,218,183411,384,196608,436904246,306000492,25.57,5.08,479500057,99.4
48,1839,2875574,323,143466,0,0,384643024,237104999,24.52,5.02,404666768,99.0
49,114356,3945969,8831,205033,0,0,562394718,410581024,24.41,5.22,612308082,98.9
50,13666,3264491,773,213181,0,0,454419259,297558582,25.49,5.16,480644098,99.1
51,5326,2476855,355,135042,0,0,331473017,221962347,24.56,5.08,365808529,99.1
52,3075,3541604,174,201310,328,167936,511913436,320887619,24.07,5.06,532737203,99.0
53,1727,2163726,202,125540,0,0,310122790,209565073,23.66,5.01,321452010,98.9
54,87896,3692860,7379,241426,0,0,579341771,415553620,24.98,5.28,602154798,98.7
55,75673,3567362,4088,189296,0,0,507961706,327401040,26.34,5.22,520193101,98.9
56,5180,2306529,190,127665,0,0,310150267,211041164,24.48,5.11,347912076,98.8
57,3588,3610931,170,211105,440,225280,497728701,314917299,23.9,5.07,532967118,98.7
58,1586,1675487,123,77464,0,0,197394979,182551842,23.59,5.01,284987089,98.4
59,80287,3686674,7011,187278,0,0,481248610,361226841,24.27,5.31,554696358,98.3
60,12188,2927952,486,164573,0,0,363430701,244519965,24.71,5.14,408682023,98.6
61,11336,3068828,437,171585,0,0,404170570,269173658,25.07,5.09,433518896,98.8
62,4532,4581252,346,262691,328,167936,595127983,390673396,25.31,5.03,637508232,98.6
63,4247,2366434,100,136454,40376,20672512,356534337,236380128,24.25,5.03,380427491,98.4
64,86140,3139859,7645,190803,0,0,448809074,348814865,25.08,5.3,491911151,98.1
65,23183,3603455,332,208025,0,0,538534475,372769233,24.46,5.18,570160249,98.2
66,6245,2826957,290,155646,0,0,357013398,245403827,25.12,5.02,405692000,98.2
67,44838,3369129,181,172760,888,454656,430133672,327720747,25.38,5.11,480685110,98.3
68,4266,3281455,296,210386,0,0,473169552,302359260,24.22,5.07,511440260,98.4
69,86836,3781142,7489,234570,0,0,531436017,384577933,26.21,5.29,568354911,98.3
70,10471,3059835,269,187188,0,0,419081056,279369784,25.6,5.18,445198026,98.6
71,9569,3184161,184,183973,0,0,437885544,290851166,25.36,5.09,462672168,98.5
72,6011,2968260,188,145974,328,167936,391783028,269744071,24.98,5.11,438682182,98.8
73,15253,4316948,949,226271,0,0,524283844,369545890,24.51,5.05,609049789,98.5
74,87661,3046271,6437,186839,0,0,498135641,343090808,25.69,5.38,510093334,98.7
75,81186,2770336,188,127880,0,0,376083838,276172794,24.06,5.23,434370771,98.9
76,12089,4333005,373,215902,0,0,499771991,357303600,25.28,5.07,597536839,99.1
77,2857,2090972,118,93667,496,253952,301746141,210071652,23.67,5.04,331573023,99.0
78,1840,3081195,97,158272,0,0,413476913,287997110,23.76,4.97,454350809,99.1
79,85615,3355080,7524,188491,0,0,427415408,345621001,25.95,5.25,511487144,98.9
80,10262,2763531,2508,119766,0,0,363595903,252682225,24.18,5.11,387617188,99.1
81,11071,3676531,306,180954,0,0,472299407,318891184,24.27,5.01,507757374,99.0
82,3856,2862239,417,163553,328,167936,388665394,247596878,24.92,4.99,416801241,99.0
83,1175,2751016,341,144190,0,0,332930558,252182426,24.45,4.92,404320120,98.6
84,82065,3470098,4726,198915,0,0,456291413,338487671,24.51,5.24,521132010,98.5
85,6619,3159555,1864,177798,0,0,411648398,271799728,24.81,5.08,451699334,98.6
86,9524,2779485,349,145816,0,0,383447116,263828877,24.04,5.06,437305860,98.6
87,3067,2962913,189,143019,384,196608,392602450,279610695,23.39,5.06,469339890,98.5
88,1489,3499609,52,185677,0,0,453718880,284221115,25.57,4.99,473900899,98.4
89,82477,3158452,5020,211666,0,0,464169821,329129441,25.78,5.27,478407462,98.3
90,12680,3258799,269,187007,0,0,448007294,293995667,25.62,5.14,486202026,98.5
91,9850,3686393,409,198348,0,0,485434861,325482684,24.85,5.12,524806424,98.3
92,7513,2475093,297,144293,328,167936,350283621,264330184,24.15,5.07,401258069,98.1
93,1455,3115060,65,177266,0,0,413966548,269161692,24.68,5.03,434333359,98.0
94,77928,4034556,6753,217034,41224,21106688,550352432,407759457,24.57,5.23,616405457,98.1
95,70923,3003393,84,108473,0,0,383597171,255362103,24.71,5.13,418871523,98.4
96,10550,2584652,240,113717,0,0,314078560,235207021,24.21,5.08,388071062,98.7
97,3632,3966041,324,214502,832,425984,547945699,348144504,25.34,5.08,583557790,98.5
98,5377,3088581,79,172715,0,0,405188318,262031158,25.38,5.01,434294869,98.4
99,94211,3805423,3409,211820,56,28672,488925383,356013311,25.61,5.25,548108284,98.3
100,21715,3350958,481,185958,0,0,418832065,295163217,25.61,5.14,489687991,98.5
101,5508,3811490,185,220444,0,0,514303331,339383976,24.43,5.08,546812642,98.3
102,8803,2167215,116,112772,328,167936,267615447,188461028,24.0,5.04,342693282,98.5
103,1768,3477315,135,172719,0,0,387888044,291460032,24.2,5.0,513636008,98.4
104,87682,3754811,4611,173999,0,0,415595659,340278972,26.55,5.24,565183333,98.6
105,19620,4004495,1258,205629,0,0,497243377,352758127,27.08,5.18,552708695,98.8
106,8157,2708847,529,151942,0,0,346026001,227514639,25.1,5.07,373416407,98.8
107,4398,4032884,314,199417,384,196608,489788174,347932286,24.11,5.12,559380190,98.7
108,1723,2275895,174,130896,0,0,334916046,204394823,24.31,5.07,341043889,98.4
109,84040,3374806,6225,166929,0,0,453395389,357978011,25.23,5.24,512558516,98.3
110,23748,3003046,1250,180151,0,0,431191074,282512690,24.18,5.2,480125307,99.0
111,3853,2801162,233,160814,0,0,381211783,242621135,24.19,5.02,385439975,99.3
112,5584,2978595,294,150564,328,167936,371349953,273664923,24.04,5.09,470671460,99.3
113,1960,2723769,178,148541,0,0,335410484,251750913,24.31,5.01,390376160,99.0
114,74350,3040433,8355,221854,0,0,428024879,317777336,26.7,5.22,492629588,98.6
115,79553,3835816,1910,224881,0,0,537232418,351054559,24.5,5.22,581376795,98.9
116,4905,2759111,405,143098,0,0,350328690,243764462,23.78,5.08,409240284,98.9
117,6130,3717467,217,226152,384,196608,492158919,347584928,25.31,5.05,565575679,98.5
118,1959,2898779,103,147234,0,0,375533488,243039395,24.95,5.01,400210897,98.4
119,88650,3787390,6663,203399,0,0,516372113,374797068,26.8,5.29,567515589,98.2
120,16009,3156811,166,154949,0,0,388836465,295843638,24.96,5.1,442140358,98.8
121,9589,2782618,212,153066,0,0,411021681,320409123,27.67,5.49,431622464,98.7
122,161839,6454562,4480,392791,334,171008,912990061,1036761252,28.22,5.44,1012809976,98.6
123,13046,2499869,162,130608,11088,5677056,341433302,234715103,24.38,5.13,364215831,98.5
124,112420,3340209,7465,186866,0,0,490265975,377822454,25.83,5.28,521677427,98.6
125,24703,3202985,1040,180120,40488,20729856,452710232,315282513,23.99,5.19,515184081,99.2
126,8634,2910081,198,160183,0,0,396721007,258396893,25.24,5.09,423407644,98.9
127,3124,2706034,213,134791,1344,688128,333875294,237207184,24.97,5.04,382548858,111.5
128,3353,4146780,146,215810,664,339968,515564025,349582396,24.44,5.08,584133713,101.1
129,77391,3424825,6170,168852,0,0,424169477,332291559,26.17,5.25,489559061,100.6
130,15044,4195901,155,221849,112,57344,515200790,357789825,27.1,5.18,585811993,100.6
131,2681,3369515,95,168632,0,0,432205332,285472880,25.2,5.0,458896145,100.3
132,7516,3273011,264,175177,0,0,443596075,302267638,23.87,5.1,485986681,100.0
133,11076,2534519,195,157341,944,483328,362183143,232840877,24.32,5.03,379940089,99.9
134,77933,3625832,14191,223511,0,0,463732576,339193093,27.19,5.3,532449112,99.7
135,75656,3371150,647,186584,0,0,436994360,289574959,24.84,5.21,479458438,100.1
136,5603,3981470,436,217631,0,0,547743530,349734497,25.18,5.06,587488477,100.4
137,4852,3013166,203,180990,0,0,400798182,261685977,25.62,5.02,442017090,100.0
138,2619,2358762,215,106804,328,167936,296988688,187570288,24.03,5.06,344437614,99.6
139,110240,3501499,7530,203169,0,0,500699526,367066781,27.62,5.25,531219368,99.4
140,25302,4227456,1719,229606,0,0,574618029,414705254,25.22,5.21,642603519,99.9
141,1856,2221226,234,108301,0,0,299895493,221475183,23.94,4.97,350574825,99.8
142,2964,3419040,247,176933,0,0,499423855,331082612,24.45,5.04,523405002,99.7
143,2569,3203630,404,169169,384,196608,413231037,269068508,25.28,5.05,434893120,99.6
144,83426,3804471,6947,188208,0,0,475477734,359599285,27.33,5.37,538106000,99.3
145,14302,3739055,1936,194476,0,0,434204730,305708795,25.74,5.13,483696711,105.5
146,4191,2436103,185,131638,0,0,331769891,244559807,24.9,5.05,388303876,97.2
147,3323,3644062,231,207592,0,0,503942422,330733910,24.34,5.06,536346372,97.0
148,2603,1919115,244,91674,328,167936,309790532,213030751,23.41,5.0,320177599,97.3
149,110788,4053064,5893,252723,0,0,594556159,443382904,25.92,5.22,633250735,97.3
150,8526,3488481,2136,214126,0,0,480918646,312326014,26.04,5.06,491308292,106.9
151,2508,3175785,418,175499,0,0,419789531,274588728,25.75,4.96,469693610,98.1
152,2536,4089556,284,229549,0,0,538174651,344546132,26.27,5.02,560623555,98.1
153,6251,2591710,140,137745,440,225280,343038399,222580168,24.3,5.04,361329327,97.9
154,120483,3848056,4966,193116,0,0,472454299,376023500,28.72,5.35,549203010,97.7
155,95590,4152934,908,231107,41376,21184512,564738963,392329877,24.96,5.25,610860168,98.3
156,4827,3199752,93,191539,0,0,407267715,262546621,25.5,4.98,477377989,98.3
157,4668,3099596,262,171069,0,0,415825981,276409719,25.01,5.05,451840402,98.8
158,2768,2950295,351,141668,440,225280,381915853,254662692,24.6,5.05,411340258,98.8
159,121934,3710666,5629,208906,0,0,461152598,365355781,25.52,5.25,566429602,98.6
160,9701,3538431,1007,196025,48,24576,468321847,298226381,25.64,5.14,487189650,107.3
161,5351,2790243,117,141990,8,4096,364394010,241443496,24.56,5.08,381273056,99.4
162,52804,3357933,476,169578,0,0,434694290,360524937,23.96,5.2,525297139,99.4
163,9945,2717249,116,153668,496,253952,369005393,246285212,25.16,5.08,406671122,99.3
164,115066,4037188,6246,222724,0,0,524379679,369672750,26.25,5.26,561929191,99.0
165,10741,3123822,360,146282,0,0,398790553,275566909,24.83,5.16,451226621,99.2
166,3734,2961423,309,160431,0,0,386583186,259385918,24.92,5.04,412124522,99.2
167,4996,4267021,526,232257,0,0,569426235,367710555,25.48,5.08,582761639,99.1
168,7831,2370672,320,137142,328,167936,358635539,237131754,24.01,5.05,384438424,98.9
169,95837,3912400,2704,215026,0,0,540303649,402004898,26.4,5.25,589328885,99.0
170,15105,3007801,714,137784,0,0,351432152,261760741,25.13,5.1,426705189,99.2
171,4666,2588090,66,140468,0,0,343788655,244857092,24.13,5.05,385799927,99.1
172,3808,3586589,147,170254,0,0,463935685,318986088,24.64,5.09,510622878,98.9
173,6293,2408109,90,146315,440,225280,328804257,223698405,24.98,5.04,366507197,99.1
174,114458,3601626,6634,186960,0,0,442300015,355246954,26.48,5.31,534353752,98.6
175,76793,3954998,1731,204702,0,0,532827633,348138654,23.89,5.3,556226735,99.1
176,2656,2213817,187,110595,0,0,304980573,215329478,23.88,5.02,356076693,99.0
177,1880,2483118,183,153754,0,0,373171359,232741868,25.37,5.0,388064481,98.9
178,2950,4506503,272,221858,328,167936,594891455,385399857,25.14,5.04,632099218,98.6
179,91769,3539757,9809,199300,0,0,466154496,356089409,25.61,5.2,527909441,98.6
180,13103,2703104,1395,139824,0,0,337259251,263817991,25.06,5.16,421917524,99.0
181,4245,3345227,202,160827,0,0,398174928,279009638,24.38,5.06,483153599,98.7
182,2552,2289574,125,121716,0,0,294692554,208264665,23.55,5.03,351029415,98.5
183,3021,3373754,144,187110,384,196608,437353112,282517491,25.06,5.03,491362979,98.6
184,75586,3909537,6559,191283,0,0,509537981,379534489,25.93,5.27,564019569,98.7
185,11877,2820193,844,171601,0,0,383377674,265681519,24.3,5.14,429374374,98.7
186,9471,3137687,594,134977,40776,20877312,414472867,278633876,23.98,5.14,477369578,98.8
187,37168,2155741,273,124408,0,0,311589814,209945482,23.77,5.14,314303819,98.6
188,4679,3299732,206,185742,440,225280,469221575,315412893,24.73,5.06,498999114,98.2
189,87131,3579159,10561,239579,0,0,460536680,349849328,26.43,5.29,515354494,98.4
190,22231,2737774,890,139694,0,0,371619392,259966074,24.1,5.19,415528273,98.6
191,6136,3205628,417,182858,56,28672,419710137,278353325,26.0,5.05,445952250,98.5
192,5301,4145150,389,240581,0,0,568210372,373628700,24.79,5.11,595023645,98.2
193,2620,2093915,227,87817,552,282624,275560664,204222350,23.84,5.03,323492018,98.0
194,91541,3439380,5213,177141,0,0,556605600,389386303,24.64,5.27,574493803,98.0
195,74000,3288460,233,175967,0,0,418966157,287522836,24.96,5.21,475989088,98.5
196,6768,2472950,597,118489,0,0,298674519,209126824,24.98,5.06,361773159,98.3
197,3408,3917756,468,221457,0,0,533482727,340716486,24.31,5.0,563940425,98.7
198,3205,2074609,128,137126,328,167936,310598483,212523923,24.2,5.06,364111514,98.4
199,108066,4353443,5691,201110,0,0,542268380,426908409,25.89,5.27,642525383,98.2
200,10364,2269706,271,112527,0,0,258780463,203557496,23.69,5.17,365772704,98.2
201,3311,2837266,132,164351,0,0,405499923,274234246,24.17,4.97,447865634,98.2
202,8401,2027597,131,132543,0,0,311546731,195610325,24.68,5.0,318851729,98.4
