,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,pkg_pwr,ram_pwr,ref-cycles,power
0,25386,867673,96,37986,0,0,123837404,136212613,23.31,5.43,201389490,111.6
1,6163,910919,184,59217,1056,540672,162800815,143149317,22.28,5.14,200499547,99.2
2,5133,1117883,1277,72919,0,0,253219304,212993399,22.32,5.16,280915944,93.1
3,2078,1039805,124,20743,0,0,140948809,130135568,22.36,5.1,198517756,93.1
4,6841,972625,3199,58815,0,0,156754071,156620554,22.33,5.12,240220313,93.2
5,10841,1194258,774,57752,56,28672,163983984,172514684,22.38,5.2,283227467,93.6
6,6134,860800,70,43830,7944,4067328,184033019,157948888,22.41,5.11,217854201,93.7
7,4568,980133,89,52936,0,0,203571055,174937970,22.41,5.06,233744887,93.8
8,2630,1149939,67,29860,0,0,173643524,170061493,22.36,4.99,235316533,93.8
9,5032,1038295,3297,36131,0,0,157781492,150283097,22.36,5.12,209917174,93.7
10,130362,1774979,8364,85132,0,0,328201572,304406778,22.51,5.23,398180088,93.6
11,35743,893886,762,74321,216,110592,210228517,157877629,23.19,5.34,230074500,93.9
12,11855,796942,182,61580,0,0,173379222,170155903,22.3,5.13,218730359,94.0
13,6089,1044414,75,45570,0,0,152451050,141916613,22.26,5.12,211557353,94.0
14,11553,955532,186,39131,0,0,195170360,161571083,22.31,5.15,212911369,94.0
15,8656,1039980,261,42282,0,0,203512315,180852323,22.31,5.08,243485798,94.0
16,8624,944115,7027,87442,1728,884736,190782538,181309122,22.32,5.14,218168213,94.0
17,8860,1044859,200,43016,0,0,184270920,175256295,22.26,5.1,248047861,94.0
18,12982,1073418,3805,76800,0,0,187293169,205987501,22.53,5.2,245209406,94.0
19,5026,1090006,1126,43318,0,0,176585106,157606015,22.28,5.09,214284387,94.0
20,3061,849510,449,19464,0,0,130843688,114094648,22.24,5.11,161754127,94.0
21,5021,982961,321,35548,440,225280,201378253,176970071,22.37,5.06,234724437,94.0
22,3353,700013,99,54401,0,0,152256011,139142000,22.25,5.06,196907001,94.3
23,1234,726667,67,34782,0,0,131040927,122582264,22.22,5.03,182546350,94.3
24,4393,1119006,85,67510,0,0,176923542,170639622,22.33,5.08,256234663,94.2
25,1320,836436,198,54491,0,0,86714870,114569397,22.22,5.05,194166172,94.2
26,15413,1343600,4880,57729,216,110592,220298423,202174914,22.24,5.2,266082077,94.1
27,5139,874016,2568,44274,0,0,140311368,150871577,22.27,5.18,190274913,94.1
28,8380,1012659,633,56321,0,0,129101821,174164915,22.08,5.04,234393478,94.1
29,6278,881097,358,24414,0,0,156019429,142154576,22.21,5.12,190949163,94.1
30,12747,1161367,3782,58254,0,0,192220676,192080193,22.13,5.18,254539127,94.1
31,11483,1046594,4843,56077,54728,28020736,171850414,163592418,22.29,5.15,206545596,94.0
32,3412,720484,532,38711,0,0,124982439,102652585,21.96,5.03,156747324,94.0
33,2373,1132514,488,48184,0,0,178855844,144993519,22.15,5.07,227869642,94.0
34,3894,622378,474,39655,0,0,118965772,104497193,22.01,5.03,164314028,93.9
35,4626,988133,702,62577,0,0,196860334,165846879,22.18,5.1,231866589,93.9
36,2515,704504,184,23523,328,167936,148440973,133925349,22.14,5.04,171996351,93.9
37,1569,1000416,115,58613,0,0,133412065,126631063,22.22,5.05,204784005,93.9
38,4142,847376,839,67349,0,0,113857174,138246512,22.05,5.06,182722502,93.9
39,2350,997145,444,57743,0,0,206079754,157326199,22.12,5.03,224278242,93.9
40,6905,868906,402,53627,0,0,170103832,136713239,22.22,5.26,183035854,93.9
41,11403,1326854,181,45559,13264,6791168,212100358,217305809,22.15,5.09,292455152,93.8
42,1755,765637,157,40894,0,0,130517601,125292535,22.05,5.03,164244514,93.9
43,1584,912357,134,54029,0,0,164270625,122994286,21.94,4.98,198534682,93.9
44,5916,922397,129,25750,0,0,149905238,129753677,22.15,5.07,173183462,93.9
45,3710,987794,303,44924,0,0,131080621,135511700,21.99,5.03,181160715,93.9
46,3349,713457,801,42808,328,167936,132648060,102736843,22.01,5.09,160774147,93.9
47,1595,867041,631,66477,0,0,177902242,136182861,22.01,5.01,217602326,93.9
48,5152,815844,401,34976,0,0,103600211,116613746,22.08,5.03,177820718,93.8
49,1060,836632,397,49727,0,0,113121316,118994947,22.1,4.98,172296908,93.8
50,2623,935559,471,39521,0,0,178572717,148291861,22.19,5.02,222739947,93.8
51,2320,772992,361,42431,216,110592,150339369,127234370,22.02,5.01,179748022,93.8
52,5238,967359,526,50162,0,0,143124609,141154094,22.05,5.06,215198321,93.9
53,1805,782843,361,20429,0,0,125059470,105196419,22.06,5.0,149733982,93.9
54,4172,1107175,507,50173,0,0,144183661,115174680,22.15,5.06,224942844,93.8
55,1382,750995,286,30557,0,0,134616404,117913882,22.03,5.02,150914598,93.8
56,1739,953466,512,47113,216,110592,128449170,127678785,22.15,5.06,193189868,93.8
57,852,638396,370,40781,0,0,129586702,111989421,22.01,4.97,155176461,93.8
58,1344,957984,132,33286,0,0,150614336,150764289,22.11,4.99,209941224,93.7
59,1450,734019,56,42955,0,0,134605388,106258274,22.1,4.96,172919215,93.7
60,1213,928153,74,54596,0,0,151853156,117766501,22.12,5.02,211869825,93.7
61,7100,766025,4768,45940,216,110592,115540494,103948173,22.14,5.1,206007346,93.7
62,9558,1164824,1133,51104,43520,22282240,181092239,150539683,22.2,5.15,275613373,93.7
63,6001,828773,2099,40789,0,0,103967808,124883076,22.14,5.17,180223842,93.6
64,61916,901247,1782,41949,0,0,207492166,207947858,22.14,5.18,242630965,93.6
65,1640,724697,155,36354,0,0,127914791,96538339,21.99,5.05,158350410,93.6
66,74152,1078807,246,38854,384,196608,185690655,146505776,22.15,5.14,234002504,93.6
67,1459,710708,240,49814,0,0,146642217,107553073,21.9,5.04,166145740,93.6
68,6071,922963,2862,44912,0,0,146032988,136784820,22.06,5.06,225352821,93.6
69,1608,708152,1484,60299,0,0,136130470,121189381,22.06,5.04,188275249,93.6
70,1591,839424,132,59635,0,0,123466218,117672065,22.07,5.05,210677465,93.6
71,4664,792350,808,43669,216,110592,144725642,131480515,22.05,5.05,175486859,93.6
72,2065,925188,69,38591,0,0,139219494,127363133,21.96,5.06,204092451,93.6
73,1632,720558,181,47907,0,0,108641681,85156103,21.97,5.02,152496904,93.6
74,4472,946973,185,48414,0,0,90842800,119963231,22.08,5.05,193316060,93.7
75,3177,766568,604,26435,0,0,105375744,107916806,22.0,4.99,167630930,93.7
76,1928,918481,69,42159,216,110592,187484048,150613432,22.05,4.99,201474361,93.7
77,5172,631945,554,33581,280,143360,143694571,129028731,22.04,5.02,161687967,93.7
78,37756,1017493,286,43636,0,0,142286834,148858250,22.27,5.1,232254834,93.7
79,4660,859454,114,45394,0,0,151505172,145739978,22.16,5.06,181992949,93.7
80,6289,1065457,3663,70818,0,0,176890646,174963684,22.24,5.11,245060439,93.7
81,27531,755232,229,39771,216,110592,135518353,114943739,22.2,5.07,156815535,93.7
82,5475,885000,175,60758,0,0,172146408,147825069,22.22,5.03,219422575,93.7
83,2884,790839,1127,54398,0,0,139545969,128152390,22.25,5.05,203776570,93.7
84,3939,810304,169,64331,0,0,184727755,149623781,22.13,5.06,221537992,93.7
85,999,546520,92,54625,0,0,135354575,106872399,22.23,5.04,163090139,93.7
86,1740,765043,150,48543,216,110592,146393615,108944214,22.27,5.01,184625179,93.6
87,7320,988407,117,42977,0,0,153060792,140022754,22.35,5.06,218588965,93.6
88,3600,715604,118,50220,0,0,98384584,109302695,22.14,5.02,180887868,93.6
89,2873,917277,119,23841,0,0,166831637,135471319,22.23,5.08,199034903,93.6
90,1242,706421,249,44519,0,0,113478724,102555019,22.11,5.01,156896890,93.7
91,3068,967604,193,36759,216,110592,178916741,153450155,22.21,5.07,230614149,93.7
92,5021,753415,123,53204,39768,20361216,145149533,123318863,22.3,5.03,200174993,93.7
93,1089,907653,49,45210,0,0,136603923,125665963,22.19,5.04,202162799,93.7
94,2410,775996,60,26561,0,0,125387193,101958414,22.19,5.0,175513573,93.7
95,1487,981408,78,34412,0,0,138377433,124874272,22.12,5.03,197979529,93.7
96,2436,750805,1127,46106,496,253952,139660372,119257440,22.18,5.06,169611898,93.7
97,1220,860703,297,37255,0,0,121283258,144160165,22.2,5.04,209417193,93.7
98,1032,783778,93,53785,0,0,140649317,119887102,22.13,4.97,164232412,93.7
99,1432,929027,261,21824,0,0,184148221,156700124,22.21,5.0,202838395,93.7
100,932,714099,90,44627,0,0,122460542,110362379,22.08,4.97,168718298,93.7
101,1996,1050615,143,51182,216,110592,128302928,121063904,22.23,5.03,218461733,93.7
102,1332,870946,227,36014,0,0,149608183,129091550,22.04,4.99,183902378,93.6
103,1026,878572,112,43366,0,0,155718829,141896689,22.23,5.04,208419428,93.7
104,1786,764244,146,29139,0,0,142766194,131099119,22.07,4.97,180948622,93.6
105,12081,3062588,264,271667,0,0,516458581,762663895,23.92,5.28,547382044,93.6
106,6072,1055550,166,53159,222,113664,202503929,158003749,22.2,5.06,238063631,93.6
107,2290,803462,376,49981,0,0,168363493,137377097,22.15,5.01,186197317,93.6
108,2019,988373,77,29581,0,0,163739061,153084339,22.25,5.06,213497957,93.6
109,998,746988,93,41778,0,0,109760166,96012426,22.19,4.97,177838390,93.6
110,3163,1053944,1069,48674,0,0,166227114,142548861,22.26,5.08,227928747,93.6
111,4822,767372,122,46645,216,110592,156945339,140004083,22.28,5.07,188202000,93.6
112,2405,739800,82,56776,224,114688,163530814,131139621,22.22,5.07,212774412,93.6
113,1126,790428,52,34545,0,0,144574498,123984513,22.07,4.99,164688909,93.6
114,3413,860374,51,59183,0,0,140767726,133807865,22.29,5.02,219829253,93.6
115,1231,878905,32,39735,0,0,149211321,137793826,22.3,4.96,192329414,93.6
116,2532,906763,409,52199,216,110592,161005302,161419615,22.24,5.0,226319144,93.6
117,1007,810117,104,47741,0,0,161139103,128174895,22.26,4.97,174553912,94.1
118,931,835271,114,16583,0,0,146159460,122011039,22.13,5.0,173818174,94.1
119,2373,963090,152,50538,0,0,152343680,125888706,22.06,4.97,201182209,94.0
120,816,824624,117,40689,0,0,162398765,131280231,22.19,4.99,171978969,94.0
121,3436,878176,27,47950,216,110592,148256523,153951478,22.28,4.98,225007527,94.0
122,2450,855562,6,35616,0,0,136071550,111876559,22.22,5.0,159063203,93.9
123,1195,918421,148,39467,43792,22421504,147734377,134011464,22.31,5.01,193941876,93.9
124,6234,811070,112,44816,0,0,131373355,127493763,22.24,5.03,173509877,93.9
125,4531,926682,208,40317,0,0,138267688,148032056,22.24,5.07,188258033,93.8
126,1996,823993,283,49056,328,167936,114876880,106575964,22.2,5.02,167704094,93.8
127,1013,918976,559,45862,0,0,127313811,132447276,22.33,5.06,223043847,93.8
128,2199,796595,255,63054,112,57344,148091481,141004195,22.15,4.98,199516854,93.7
129,2600,774938,62,48460,552,282624,151690511,128332269,22.38,5.02,192836361,93.7
130,838,1066063,115,32319,0,0,188081052,152313237,22.33,4.96,214844559,93.7
131,1419,814692,741,28797,0,0,144096459,124475305,22.31,5.02,180406601,93.6
132,841,958991,333,45316,0,0,163593451,146485292,22.29,5.03,212011379,93.6
133,2330,786342,199,43305,0,0,156059690,137354327,22.2,4.99,189202771,93.6
134,2773,1050602,228,82514,0,0,140108379,128181818,22.46,5.07,222105766,93.6
135,1218,697999,72,21091,216,110592,126658986,108659530,22.08,5.01,158285944,93.6
136,2416,897712,374,55235,0,0,150080459,127521325,22.23,5.01,208449129,93.6
137,4026,765036,762,34926,0,0,147581119,120752350,22.13,5.04,186399157,93.6
138,1724,825314,559,56397,0,0,196674863,161111933,22.34,5.02,227327792,93.6
139,2816,524942,495,50487,0,0,143406110,132445931,22.12,5.04,181078245,93.6
140,14569,827757,2176,51865,440,225280,114626092,136040877,22.38,5.15,199361535,93.6
141,3112,873922,318,48357,0,0,204772389,171740041,22.14,5.03,235966157,93.6
142,2386,743491,22,44097,0,0,122237715,122148259,22.3,5.04,164448455,93.6
143,1873,974897,51,52806,0,0,198809150,154158029,22.29,5.04,223612929,93.6
144,4467,825462,90,52424,0,0,124059826,129133895,22.31,5.06,189686500,93.6
145,1085,867433,245,35275,216,110592,175569093,139193676,22.11,4.99,203418174,93.6
146,3526,734616,115,51522,0,0,154603687,131549038,22.29,5.03,201845045,93.6
147,2236,972635,229,59616,448,229376,200062569,155781405,22.2,5.03,236955250,93.6
148,996,773114,48,25037,0,0,132150604,121163959,22.31,5.08,164917037,93.6
149,165084,1765514,6250,84149,384,196608,296288100,315193628,23.24,5.5,373156929,93.6
150,10692,1062291,738,60350,10864,5562368,160273364,160148607,22.22,5.2,246711374,93.6
151,2132,713444,387,48702,0,0,137131757,105098284,22.29,5.13,178821772,93.6
152,2441,1003354,501,59370,0,0,211481705,172323489,22.27,5.09,237097007,93.6
153,7829,895721,108,30945,0,0,171314818,138089942,22.16,5.07,196496405,93.6
154,7224,937044,129,49142,47872,24510464,164985565,137410541,22.19,5.06,223421151,93.6
155,2099,866185,180,41376,0,0,127679610,118167710,22.13,5.05,161867446,93.6
156,2054,691992,48,46619,0,0,103510839,111053156,22.21,5.02,182077825,93.6
157,6388,1018240,950,46939,0,0,153578437,173784146,22.21,5.08,247419659,93.6
158,7072,1006397,3821,48088,0,0,153603724,141431537,22.42,5.07,219896436,93.6
159,6772,989102,168,58527,272,139264,189582208,167755566,22.22,5.08,260425030,93.6
160,3656,895123,105,34493,0,0,123677965,115949631,22.27,5.08,168815518,93.8
161,3994,980682,1518,38091,0,0,162366608,150646426,22.16,5.08,211828919,94.0
162,3526,785123,90,35767,0,0,135594458,124762211,22.21,5.04,180828989,94.0
163,1277,1014367,207,65281,0,0,152450564,134170966,22.19,5.06,204519295,94.0
164,2685,843202,114,50334,216,110592,109012232,123699815,22.18,5.01,178883746,93.9
165,2434,771504,68,37793,0,0,142836834,127094809,22.27,5.06,178835627,93.9
166,3445,847772,163,54261,0,0,162721712,135590507,22.02,4.96,222949115,93.9
167,928,724937,117,51786,0,0,120190939,110428143,22.11,5.02,165113721,93.9
168,1199,833838,67,53921,0,0,162526955,125498780,22.11,4.99,221647042,93.8
169,1385,693600,78,50032,216,110592,136506720,123302114,22.3,5.01,168992134,93.8
170,3761,925527,651,63826,0,0,169655835,163335530,22.08,5.03,228946363,93.8
