,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,ref-cycles,thread-count,pkg_pwr,ram_pwr,power
0,56180336,246458842,5171916,370263658,0,0,194225975044,116101286248,205540622498,0,183.7,17.94,282.9
1,43871946,113743656,55023236,261908394,4416,2260992,199058279376,84672326328,200188019774,0,169.78,17.97,283.4
2,48904802,104908354,73547550,167132304,0,0,166534411406,57779365248,167618062822,0,166.49,18.26,283.9
3,55681618,123041270,66483828,141353448,14112,7225344,151710381806,56035103294,157863916302,0,164.49,17.96,283.6
4,36092042,180378652,100741208,229091852,0,0,237401634392,92158013948,234462768934,0,170.92,18.26,262.1
5,36692956,343913568,64238648,161464176,0,0,157934298896,105261256630,159008355698,0,182.72,18.54,253.6
6,89196170,789728156,103001800,227053272,552,282624,213338218330,122257984666,214755395706,0,179.71,18.99,253.0
7,52289708,736489364,84875026,177574776,0,0,156742749920,91584612904,157825171610,0,180.88,18.64,252.5
8,46666374,737002968,93350234,205553108,168,86016,182343684396,99822714608,183668573956,0,177.69,18.3,252.7
9,40573574,601032680,73139174,233643010,0,0,173688361664,97702952582,174408103900,0,177.44,17.87,270.9
10,25980830,252440294,53455060,245786024,0,0,167860576538,85064821608,169340367434,0,176.38,17.68,270.4
11,65179902,324674148,71686656,329107156,384,196608,223489460958,116805055694,225444208820,0,176.11,18.06,270.1
12,28897888,166775690,29814114,299075936,0,0,164431551284,87831291080,166434654026,0,176.5,17.81,263.6
13,158066988,408948138,35528216,240516804,168,86016,197540461702,130802012312,198853726350,0,181.19,19.81,263.4
14,56886510,513558686,5613322,55920790,0,0,150107354430,136060253358,150796185298,0,197.89,18.78,263.2
15,114632169,1107567468,16237052,90515930,0,0,206144292889,164829147037,207236223304,0,190.99,18.65,262.9
16,93316980,1198188614,29339404,88837372,2896,1482752,219042844452,162925141210,219476400466,0,189.02,18.39,262.7
17,80827898,952081904,36189484,188016784,0,0,227796251970,152694748088,228026396938,0,184.75,18.18,269.8
18,32935384,173544118,46525946,258231996,280,143360,192265361892,94973181386,193126807974,0,171.84,17.38,289.3
19,44848890,188185584,68202526,198013956,56,28672,194193563412,89282978098,195021699794,0,171.02,18.02,281.5
20,26097620,144661988,76903634,185803314,0,0,206555690410,82670095588,207714214004,0,166.72,18.17,281.1
21,76751948,181192982,93917074,206932334,12704,6504448,231558932990,89436884112,233347350284,0,166.97,18.33,273.1
22,56313044,126610070,67082536,154328524,0,0,152477560530,61093817776,153664313330,0,167.8,18.26,256.8
23,29860150,160287972,76727898,150556072,0,0,168481649212,74425436770,170761677752,0,171.96,18.6,256.7
