,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,pkg_pwr,ram_pwr,ref-cycles,power
0,26710,3625404,199,233610,0,0,424777585,287709219,27.41,5.51,478437726,114.8
1,11825,4151308,123,263061,720,368640,479383302,333992028,29.52,5.22,502372247,93.4
2,10963,4547190,187,256346,0,0,542937927,405642389,27.51,5.14,591688764,93.3
3,5974,5051373,236,334285,56,28672,611492036,419406007,27.65,5.16,642582619,93.5
4,156290,5643202,6014,324855,3920,2007040,543600706,425359966,31.66,5.55,630886509,93.6
5,97208,5927160,3052,363070,0,0,637637612,467984281,29.29,5.31,713529454,93.7
6,13222,5802948,3349,394697,1168,598016,680967879,480290423,29.77,5.29,715809769,93.6
7,7789,3849869,392,273056,0,0,498331693,330502944,25.72,5.16,530865677,93.6
8,8374,4118812,318,272138,448,229376,507347693,341396089,26.27,5.2,542431245,93.7
9,125858,6140589,6260,349812,0,0,615634924,438060149,28.89,5.57,658449206,93.6
10,21397,4438054,682,255711,0,0,541079665,398349425,27.01,5.24,596771983,93.6
11,25450,4767566,555,276420,496,253952,566685547,397867748,27.66,5.22,611026484,93.5
12,112132,4178929,11991,300693,0,0,490847293,358104560,30.78,5.37,537410007,93.6
13,56458,5800491,2675,406986,56,28672,678311202,467683831,29.15,5.4,741685148,105.7
14,37048,4498220,1743,250417,0,0,524676418,367772757,26.98,5.28,574735514,106.2
15,16287,5046959,408,319851,0,0,578738415,406514148,27.74,5.13,618557923,106.0
16,13757,5168300,454,331920,608,311296,586357527,418835841,27.98,5.11,643672259,105.6
17,114263,3521294,9727,274424,0,0,469816428,366004853,29.38,5.38,505412551,99.9
18,46696,4463985,1010,278409,112,57344,565754399,404720725,27.71,5.3,606574926,109.1
19,13567,3993582,2332,237148,0,0,459504397,326989513,26.08,5.17,502774063,102.4
20,7567,4656143,328,276526,0,0,584943342,408470460,24.58,5.08,636354356,102.2
21,4774,3870083,422,254521,440,225280,480411244,320592659,25.92,5.09,510280496,102.1
22,6848,3278455,619,169576,0,0,388076492,294206575,24.78,5.06,447805424,102.5
23,4497,4271403,303,268995,112,57344,483782679,322488314,26.33,5.02,526930217,102.5
24,14614,3360914,630,234050,0,0,476137333,304191503,25.47,5.1,476571048,109.1
25,106885,4876323,1914,268248,280,143360,586597635,419503509,26.45,5.49,648081074,103.8
26,208495,3910382,23831,255498,2568,1314816,464008388,422282629,34.77,6.12,535003108,103.2
27,41620,4377861,3003,287983,0,0,524598870,372610306,27.57,5.44,574109080,103.2
28,68581,5103525,1428,337698,47280,24207360,643272168,480489555,25.33,5.29,712977513,103.2
29,32982,3326777,586,242067,3024,1548288,426208820,290332861,28.86,5.2,435322922,103.4
30,13379,4816428,550,328822,112,57344,611322523,395925707,27.78,5.1,628331390,93.4
31,108188,4935212,10927,345164,1112,569344,655224357,477009194,28.66,5.4,686276558,93.3
32,103348,5082368,3713,320412,0,0,656040623,492701381,27.73,5.42,691009645,93.3
33,19931,4755839,571,295122,336,172032,552992658,365198410,27.13,5.2,611993645,93.3
34,44986,4334080,302,281676,0,0,520109300,349224789,26.62,5.14,565970475,93.2
35,7176,3849188,221,259187,0,0,453847053,308980783,25.74,5.04,519723033,93.2
36,6915,4746578,508,291209,1336,684032,591055837,386200866,27.22,5.09,615552047,101.9
37,4258,3915994,247,243978,0,0,448767335,303689145,25.79,5.02,506346744,132.3
38,10038,2901341,129,186579,280,143360,406383921,266325770,24.23,5.03,434275803,105.7
39,12036,3303706,155,188873,0,0,393824680,262723998,24.98,5.04,439438693,93.1
40,11855,4898523,113,279494,0,0,560550371,409883994,25.33,5.05,650845405,93.1
41,81384,3994096,5937,210360,664,339968,432194185,342826091,33.53,6.15,502800064,93.1
42,125984,3947939,6559,185526,0,0,401981498,355502803,34.23,5.84,441004032,93.1
43,37488,5412311,856,363371,0,0,694804079,486620557,26.22,5.28,737264203,93.1
44,10808,4442991,1203,286995,112,57344,474295085,321894556,29.95,5.28,501060532,93.0
45,99602,3920325,7684,274221,0,0,519764022,409520636,27.41,5.42,582709823,93.0
46,124628,6213535,6563,336060,888,454656,632469518,516830326,29.58,5.59,775241980,93.0
47,38750,5099366,1261,328497,0,0,582716469,400916516,29.02,5.32,635160408,93.0
48,92289,4410809,7252,261470,0,0,542380383,456643724,28.47,5.4,606827087,92.9
49,67721,6322760,3532,396807,112,57344,686668315,502155951,33.25,5.97,771842955,92.9
50,28418,3519730,2080,249207,0,0,398368063,288885291,35.2,5.82,407475224,92.9
51,123064,5528827,6628,322132,496,253952,632592637,468899852,32.26,5.9,688345559,92.8
52,110114,6549488,4722,361700,0,0,625568341,513350360,40.16,6.71,720267092,92.8
53,50720,4038089,1963,272990,0,0,437840124,312716011,34.42,5.8,456150519,92.7
54,163262,5977272,5080,380527,56,28672,675466026,505647237,37.86,6.45,729454557,92.7
55,132150,5019823,2284,338980,0,0,541379572,420375693,29.36,5.43,642605765,92.7
56,111767,4937490,9397,288430,3408,1744896,576846410,462064188,27.86,5.58,647402307,92.7
57,19488,3491735,999,217258,0,0,432500482,315070938,25.98,5.26,494966985,92.6
58,28502,4280330,185,226961,112,57344,516998237,345802724,26.86,5.49,552108881,92.6
59,109351,5238638,1555,328154,47800,24473600,591049738,461450484,40.27,6.66,638005901,92.6
60,58701,3116393,1820,191614,3552,1818624,361362759,255535831,39.55,5.68,365113161,92.7
61,150909,5538264,6501,332837,0,0,583982195,459708880,30.1,5.53,684263598,92.7
62,48725,5200693,1487,312051,0,0,593864458,412183035,28.3,5.4,650196418,99.1
63,12215,3664863,503,220088,0,0,471089142,319355856,25.58,5.21,472437691,110.1
64,8237,3182709,252,202718,3440,1761280,390083145,282106118,25.72,5.15,447769203,102.9
65,17671,4497581,837,285097,1512,774144,539030104,372528006,35.61,5.24,554403071,103.0
66,109835,4739834,7827,349673,0,0,626368113,473647517,28.33,5.41,661420542,111.3
67,35637,3786653,1570,224442,0,0,461338498,365396147,25.23,5.34,541430944,111.2
68,24195,4921481,341,319673,0,0,602561705,414682763,25.1,5.13,655906461,110.7
69,15292,3226458,662,191134,3584,1835008,407092270,288496798,28.36,5.24,440003533,103.2
70,13660,3693793,714,273885,0,0,447891654,313744855,31.56,5.19,465801305,102.7
71,124488,3911325,5831,264668,0,0,519440606,385081183,26.66,5.41,561728827,103.2
72,46484,4657481,1263,304202,0,0,563211335,385324600,28.17,5.31,635923919,103.2
73,9578,5342772,242,342200,0,0,613046529,418969574,28.42,5.11,656576057,103.7
74,65777,4523016,600,296887,3888,1990656,513848709,350703788,33.28,5.31,564110233,103.8
75,13077,3240933,331,210481,0,0,382779387,277575335,30.18,5.13,401017234,111.5
76,126234,6708770,8747,415535,0,0,772834594,586307070,29.62,5.38,845496143,103.6
77,47215,3835615,493,228655,0,0,422408933,305001912,26.53,5.32,503302295,103.6
78,17781,3662383,714,244015,3048,1560576,444159587,308558959,25.82,5.23,491022053,103.4
79,16262,5166541,937,335927,280,143360,574780577,402513363,35.54,5.12,598965570,109.9
80,7079,5007003,439,300607,0,0,571070955,378079858,27.0,5.1,611593017,109.4
81,147790,4977166,8989,302515,0,0,585825954,454156432,27.93,5.5,631886768,102.2
82,18133,3003009,1013,201805,0,0,355958864,230393311,29.45,5.28,383872385,101.7
83,22200,5761891,1228,391667,3944,2019328,682830033,490344550,32.59,5.29,752681238,101.7
84,22356,4816401,635,355512,336,172032,550898380,399993204,30.72,5.21,605061596,101.2
85,5525,4320302,255,270561,0,0,516714528,371538661,26.48,5.06,558794456,101.2
86,145606,5521336,7291,371867,0,0,664718816,485881503,28.96,5.44,723243633,101.1
87,22530,3670045,719,223134,1624,831488,437486147,307685642,25.26,5.3,484970091,100.6
88,24320,4506829,847,300352,1480,757760,470394875,328565818,33.44,5.32,560855585,119.8
89,16655,3432341,191,212432,56,28672,433135764,313064053,25.53,5.22,490641685,108.2
90,14064,4328587,292,259067,47688,24416256,487961836,340259478,27.09,5.14,551048089,107.6
91,135610,6245505,12163,462953,0,0,742603795,545177731,29.92,5.48,793406282,107.2
92,18278,3288870,1054,211391,3104,1589248,401016725,260039567,29.7,5.39,413847021,106.9
93,26859,4989856,2216,368457,840,430080,578521694,427970227,35.02,5.14,624000062,101.6
94,7800,4538748,402,322101,56,28672,555793485,378369298,26.76,5.14,587733808,109.1
95,48802,4796602,1165,341399,336,172032,584027938,385130087,27.92,5.1,604877531,108.5
96,128147,6270978,10632,399641,0,0,739288411,535466615,30.47,5.4,794311119,107.9
97,15358,1760550,1935,113374,2992,1531904,251325287,170069935,31.77,5.48,268532795,100.2
98,23800,5900177,1264,383487,0,0,708174401,508829456,27.78,5.17,755405706,100.4
99,3593,3714217,223,252442,0,0,440543888,285820139,29.55,5.05,455325107,100.5
100,12458,5350674,355,338575,224,114688,608261943,420343226,28.63,5.1,647654453,100.4
101,127856,5067011,10205,257843,2496,1277952,533237767,445691862,27.54,5.51,658978528,100.1
102,51739,5708363,1443,346173,1392,712704,611276009,453854735,35.31,5.43,668904319,100.0
103,18409,4063581,803,272883,0,0,452558131,308316850,29.06,5.11,472257196,105.7
104,22285,4222048,2256,252251,0,0,524895395,353503411,24.72,5.14,575949077,125.8
105,12172,4386899,1084,297394,336,172032,539930422,354131118,27.07,5.15,571438907,106.6
106,132885,3743459,9188,210549,3104,1589248,474317283,373265393,30.68,5.47,528657632,106.6
107,37886,4776494,1347,327030,0,0,569804792,410047660,32.8,5.32,618579156,106.0
108,15436,4991719,360,352694,0,0,618952341,406520902,28.25,5.17,638070459,106.2
109,2341,3464692,382,233961,0,0,413723438,267576465,27.57,5.07,431052179,106.3
110,6402,4186196,273,268416,224,114688,497548396,343856059,26.55,5.05,527558824,106.4
111,117099,5391726,8963,405804,3888,1990656,688587065,515617450,36.67,5.83,716402494,107.0
112,208255,5423958,3423,329729,0,0,586581130,482224078,31.2,5.49,667080683,127.9
113,28063,4762630,284,313594,0,0,556281488,405890639,24.52,5.19,604995824,106.2
114,17500,4472470,518,284982,0,0,576770708,391532711,25.68,5.19,612295897,131.0
115,16354,3439506,254,172857,4280,2191360,407601412,286048867,25.57,5.26,457942974,130.4
116,152206,5727744,8973,373315,4120,2109440,661667729,519160847,36.61,5.39,716995992,123.5
117,25854,5090287,660,330764,7472,3825664,600031086,441417665,30.07,5.42,652824927,113.1
118,20748,4221641,273,242719,0,0,480994987,329410577,26.52,5.16,537827037,104.0
119,353530,5057736,7311,304390,0,0,642575600,525445153,28.34,5.35,686821622,103.9
120,84752,3269643,3353,199747,51000,26112000,409805942,282822895,31.93,5.45,439897463,103.6
121,156599,4285028,13125,254836,1680,860160,449274317,368734483,33.96,5.45,499243184,122.7
122,41355,5844733,1405,394640,0,0,666625073,470326243,30.23,5.34,713497520,129.4
123,15669,5040697,312,321102,0,0,565598617,394320235,27.6,5.09,605337511,114.6
124,6140,3645860,222,230214,0,0,445648267,284703658,24.89,5.05,478819871,107.1
125,20824,3906972,1475,231897,3608,1847296,449105141,309924678,34.69,5.61,469087155,106.7
126,103638,6505962,11340,386177,0,0,661014485,557864406,40.31,6.55,747563214,98.8
127,109481,4647578,2450,290081,224,114688,459677293,363600986,35.83,5.93,523324142,117.3
128,34134,3900230,488,221152,0,0,436367812,311935068,26.25,5.17,462480098,107.1
129,10039,4197492,304,259360,0,0,479501986,354734066,24.28,5.12,554257415,106.7
130,15356,2805078,135,171271,2008,1028096,372783853,256785943,24.6,5.12,401505429,99.4
131,127346,5085844,9204,341636,224,114688,584446720,438712124,29.1,5.47,683166844,99.3
132,30620,5181198,350,333586,0,0,578716849,401081249,28.03,5.25,650942350,118.1
133,15215,3512176,407,208578,0,0,410653877,278603312,25.73,5.12,455121225,101.1
134,5934,4539655,256,287864,0,0,523628248,357935583,26.69,5.11,561329324,101.5
135,50146,4662012,846,301063,944,483328,536674844,356615972,26.45,5.1,569600847,109.1
136,128165,5599463,7089,314713,112,57344,694347823,495174141,28.98,5.37,735193464,109.0
