,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,pkg_pwr,ram_pwr,ref-cycles,power
0,480278,7403144,40006,2080255,0,0,1182150664,2294329181,40.47,6.96,1349688553,113.9
1,597736,8452913,34998,2417234,112,57344,1490591306,2681986648,40.47,6.96,1567292280,96.6
2,532390,10415929,49589,3044196,0,0,1848692572,3318139687,40.44,6.96,1916258284,124.2
3,521300,7990080,29474,2360979,0,0,1367899570,2653294536,40.52,6.96,1500466077,131.9
4,749500,8880869,48574,2187714,3472,1777664,1489301575,2559373133,40.48,6.99,1570551317,131.9
5,460079,8215299,35553,2349625,1672,856064,1416913679,2559209538,40.52,6.99,1491602408,132.0
6,583278,10618620,49781,3106237,0,0,1938152120,3476958089,40.49,6.95,2013973235,132.0
7,461979,8125874,30186,2471637,56,28672,1443490150,2671613911,40.52,6.95,1531782082,132.0
8,475037,7915851,31488,2420412,0,0,1412308341,2623498219,40.49,6.97,1479046805,132.0
9,524721,8146693,56953,2411885,0,0,1453380572,2593767855,40.5,6.96,1532603348,132.1
10,468326,10639117,51443,3218798,496,253952,1906010266,3483685379,40.51,6.94,1988388838,132.1
11,553441,7918531,37180,2538185,0,0,1404880461,2614608943,40.5,6.96,1507778365,132.1
12,437179,7958448,41476,2359882,0,0,1448666282,2586861765,40.54,6.98,1474957553,132.1
13,654401,10741507,45309,3086694,0,0,1900339620,3499632448,40.55,6.95,2026729978,132.1
14,519881,8292510,46467,2345268,0,0,1446901032,2613062709,40.54,6.96,1542142037,132.1
15,395862,7900879,39169,2507746,496,253952,1436403038,2671979880,40.48,6.93,1514588223,132.1
16,258594,5298092,25659,1140389,0,0,1000904182,1762301464,36.37,6.42,1085324796,132.1
17,14188,1294190,287,106040,0,0,204605806,389053671,23.5,5.35,349315946,132.1
18,49710,2246621,2666,181076,0,0,454224911,677172668,23.81,5.44,563768024,132.1
19,151601,2457404,7521,159733,0,0,401399658,565308715,23.76,5.57,515344999,132.1
20,17360,1671044,1526,136950,496,253952,326496102,457469714,23.08,5.38,402798456,132.1
21,11324,1688147,802,111083,0,0,262698428,479597759,22.97,5.27,398241775,112.1
22,6192,1590440,382,118045,0,0,280397262,397804737,22.91,5.27,374061776,96.6
23,45840,2292733,779,174548,0,0,381145281,535817462,23.3,5.39,462403576,96.7
24,172295,2195333,12008,233384,0,0,503179502,678957905,23.9,5.56,577738052,96.8
25,192953,3300951,21490,287003,216,110592,663261065,845542975,25.05,5.75,729630345,96.7
26,190543,2076762,7424,150704,0,0,399215659,544420301,25.06,5.56,477505009,96.6
27,89071,2596339,12660,174668,0,0,443565969,638443375,23.62,5.51,561416130,96.5
28,48498,2059158,5550,200123,616,315392,456265700,631878512,23.44,5.34,483964175,96.7
29,174635,2207004,26110,201254,0,0,453405412,647183988,23.61,5.57,564322992,96.8
30,194507,2412622,17233,234059,664,339968,533051425,651530173,23.98,5.63,655697001,103.0
31,77068,2324536,24323,249114,0,0,538192642,687216800,23.31,5.43,567390403,102.4
32,12683,1743391,1210,147292,0,0,369884618,581918324,23.4,5.4,449788921,97.0
33,83104,2295670,8143,160067,0,0,389723480,616107578,23.49,5.46,561509343,97.0
34,217729,2643050,11694,239521,67536,34578432,474334977,677894694,23.75,5.52,600402190,96.9
35,123080,1825815,9672,154961,384,196608,416109433,570231117,24.02,5.61,459166865,97.1
36,83118,2067429,5301,138559,0,0,383252113,512017179,23.25,5.45,461892368,97.1
37,44024,2500663,5570,120925,0,0,362958941,555734830,22.95,5.29,503113949,97.0
38,11128,1470544,553,94226,0,0,256576982,396054529,23.48,5.48,302638631,97.2
39,190968,2729634,23908,181341,0,0,564247142,841610237,24.22,5.61,632631405,97.3
40,148845,2703541,13866,258812,1056,540672,542286894,782716326,24.01,5.65,657390683,97.3
41,34514,1937547,3602,174540,0,0,405294078,667010064,23.41,5.45,512838736,97.1
42,123712,2057274,7746,162677,0,0,378305339,556260035,23.33,5.44,521435771,97.1
43,119785,1836894,860,129279,0,0,345623697,582118964,23.28,5.42,458744076,97.1
44,172986,2495571,7610,190991,0,0,507572610,746990632,23.88,5.54,594708300,97.2
45,100017,2433415,7152,159219,216,110592,438340552,625958475,23.33,5.34,567072297,97.3
46,60893,1291541,1430,98073,0,0,242166762,360927358,23.47,5.35,324245954,97.2
47,14951,1806702,640,134214,0,0,348086053,526568882,23.07,5.21,399782968,97.2
48,6596,1491510,1055,95008,0,0,324633394,463689663,22.9,5.18,360747546,97.2
49,153578,2348979,18200,215027,56,28672,554068528,732048638,24.31,5.45,608347475,97.2
50,102680,2474136,9648,134763,216,110592,455678772,647060041,23.47,5.46,588982259,97.2
51,26067,1823661,200,127060,0,0,327038690,453136943,23.06,5.27,401538541,97.1
52,10653,1780081,947,111312,0,0,325418256,537751165,23.03,5.24,426161181,97.0
53,135513,2211978,7575,183144,0,0,430230578,583214313,23.57,5.45,540566665,97.0
54,113626,2704746,10396,179185,0,0,401111526,695874006,23.97,5.57,593536872,97.0
55,22266,1954806,1982,177329,216,110592,366285662,515309965,23.14,5.39,470998216,97.0
56,18421,2232143,7044,171059,0,0,425099421,663552853,23.44,5.44,491897812,96.9
57,72509,2211357,3790,157505,0,0,344623294,540988155,23.22,5.42,452397661,96.8
58,154216,1816301,7885,120058,0,0,363614771,542974280,23.75,5.49,453655501,97.0
59,105197,2465743,8614,137407,336,172032,379424128,594069499,23.51,5.49,532138560,97.0
60,123743,2217366,5411,234776,328,167936,502416594,708810117,23.46,5.44,561479773,97.0
61,17504,1572116,173,95166,0,0,239429435,391755688,22.85,5.24,351678828,96.9
62,6394,1672216,222,155752,0,0,320887993,515903090,22.92,5.16,410631292,96.9
63,40102,1640009,281,118364,0,0,311478138,487035730,22.92,5.18,359432866,97.1
64,129979,2362931,12627,143888,55272,28299264,361490751,521733580,23.61,5.53,487644915,97.1
65,122041,2584491,8428,178080,328,167936,463872398,698499723,23.67,5.42,560022591,97.1
66,58996,1835466,1532,179101,0,0,377215493,563928234,23.2,5.36,460234586,96.9
67,129242,2299321,10011,168642,0,0,400099835,663379317,23.78,5.48,529255264,96.7
68,22655,1490425,344,128387,0,0,283564536,450287072,22.92,5.36,399634079,96.7
69,131375,2335667,5771,162993,0,0,421724356,586099425,23.42,5.48,535723886,96.7
70,27868,2071746,316,154194,216,110592,380316591,610651827,23.08,5.32,448501858,96.7
71,7983,1705902,1021,130153,0,0,335329359,554203642,22.96,5.28,427952367,96.5
72,46060,1820390,209,134641,0,0,323274223,482326741,22.97,5.26,392484443,96.7
