,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,pkg_pwr,ram_pwr,ref-cycles,power
0,34415,2207382,215,102720,0,0,318965785,211506510,25.04,5.6,345151672,114.6
1,8340,4594451,183,241995,168,86016,603227421,396744836,27.86,5.09,617170984,93.1
2,9724,4121780,155,193343,0,0,529970015,389762191,27.91,5.1,572855948,93.1
3,114836,4950958,7657,279586,56,28672,571032952,440075826,27.65,5.51,640176549,93.1
4,160896,4336802,9109,214491,776,397312,577634162,444066816,27.53,5.44,634714758,93.0
5,43697,4122875,1221,217870,672,344064,554924180,386456523,28.19,5.43,584273825,93.0
6,5166,3204223,154,197628,0,0,402282536,280215931,28.1,5.15,438071037,92.9
7,152007,4854269,8713,325502,0,0,698690116,514279516,29.57,5.42,729364899,92.9
8,145689,5654822,3022,273147,112,57344,565592976,437746965,30.41,5.6,654598828,92.9
9,23376,4445908,2540,245281,384,196608,573232617,394374900,27.62,5.26,609250129,92.9
10,188649,4135369,6748,242759,12432,6365184,543991095,473405398,27.99,5.69,624439500,92.8
11,12429,4235308,232,201345,0,0,517336045,377868820,26.6,5.17,575994330,92.8
12,10861,3733759,89,213535,0,0,486669002,352362400,26.31,5.11,534151859,92.8
13,7044,2947784,114,166873,896,458752,360475822,266790774,24.78,5.08,439756456,92.7
14,158885,4800562,7943,280908,664,339968,667173559,509039474,26.49,5.28,739643975,92.7
15,87192,3578994,5657,170059,448,229376,477267777,381623329,25.66,5.41,520654342,92.7
16,62738,3646987,1120,209835,112,57344,477449497,331387450,26.14,5.29,498304526,92.7
17,226896,5247124,7417,304305,0,0,634210324,466433205,28.82,5.35,698419211,92.7
18,12138,3789861,1531,221276,168,86016,505077394,351735118,26.84,5.18,546841051,92.7
19,79493,3633483,10530,230314,496,253952,496622645,384036646,26.13,5.27,560638985,92.6
20,20059,3327416,739,191611,0,0,445530808,310714337,25.55,5.24,476138375,92.6
21,10121,3885176,311,198097,0,0,493515739,336803496,26.75,5.09,548561462,92.6
22,5757,3656655,251,215390,0,0,490531891,337457473,25.63,5.04,533114747,92.6
23,2212,2965206,219,145371,0,0,427799349,303376797,25.44,5.01,453091658,92.6
24,15597,4163678,7143,249613,328,167936,521274676,401341653,25.85,5.18,596712860,92.6
25,63139,4574612,1649,249363,224,114688,612403620,451612814,25.25,5.15,655811051,99.1
26,12853,2382761,184,116045,0,0,301007871,224410948,24.18,5.11,345180692,104.6
27,3327,2893495,122,179365,0,0,459615109,311528048,23.61,4.96,483128780,104.0
28,4602,3023936,84,180674,0,0,455482671,308647431,25.35,4.99,482143735,103.6
29,5273,3692496,189,175317,496,253952,476793829,304364666,26.06,4.97,505408424,103.6
30,10901,3257569,125,177640,0,0,425658403,290960584,25.33,5.03,459757215,93.1
31,5000,3326047,203,161749,52528,26894336,394823352,298932186,24.38,4.99,464725220,93.0
32,3074,2804991,99,149018,0,0,367964692,248042257,26.14,4.92,384754886,93.0
33,4942,4555408,1102,259182,0,0,545339280,401090477,25.92,4.99,608836817,93.0
34,11089,4842314,818,275465,496,253952,636686677,428559399,26.02,5.07,682416109,92.9
35,7416,4069046,3868,221626,112,57344,474298734,379451643,27.34,5.09,569215469,93.0
36,9996,3523480,616,211949,0,0,460881898,302562784,25.61,5.04,489711025,93.0
37,6873,2839066,924,161099,0,0,354462778,266596888,24.82,5.05,417699728,93.0
38,2849,3231320,413,179814,0,0,408135498,281389130,25.53,4.97,459227535,119.5
39,13326,3763846,839,196502,496,253952,481339767,323653989,24.92,5.04,505898694,126.0
40,11388,3340823,1620,179732,0,0,443210473,317912660,24.09,5.14,512878324,93.4
41,3587,2614367,159,130090,0,0,385260551,267270628,24.64,5.0,413216988,93.3
42,3951,4060908,84,233917,0,0,519267411,340404239,26.04,5.04,531128974,93.3
43,64448,2962822,5294,159403,280,143360,385847601,267005467,29.62,5.81,428329436,93.3
44,220295,5642798,10316,321889,1952,999424,682336499,536381658,30.31,5.57,751840080,93.2
45,15047,3626713,810,228050,1568,802816,443713092,310932500,30.6,5.26,467005753,93.5
46,16307,4213543,2153,227918,0,0,534842637,374059161,27.49,5.16,577862823,99.1
47,16496,2984857,4292,143449,56,28672,395041897,285862451,30.73,5.91,437118682,108.0
48,90594,4897509,6226,279183,2128,1089536,563979568,428133321,36.83,5.97,599314097,102.7
49,86359,5347702,13233,374904,888,454656,749142740,559715167,31.32,5.4,769782486,103.2
50,21176,4273357,665,255545,0,0,537426810,365007025,27.52,5.25,583449184,103.4
51,60970,3240343,4732,184273,0,0,446777379,323376498,26.21,5.3,487616797,103.7
52,76309,4710131,3572,296997,0,0,612595532,434809820,28.9,5.32,659420315,103.9
53,61929,4319839,1820,244184,0,0,547367578,415623901,36.23,6.1,598129919,109.1
54,170228,4938538,5430,279157,720,368640,622803320,525394517,35.26,6.09,705883582,109.0
55,79394,3473600,2251,162573,392,200704,370255413,330348654,40.3,6.63,428156725,108.5
56,146423,4735699,3121,235087,0,0,527094290,450055387,31.96,5.72,617581970,108.3
57,27833,4822786,5314,273342,0,0,538457233,418638479,27.08,5.18,654428756,102.9
58,12140,3407227,688,199782,0,0,448410961,291415012,25.41,5.11,468541074,102.5
59,215114,4549405,22096,230296,552,282624,551107606,455085963,28.68,5.63,649633074,102.0
60,26335,3407347,1946,158107,0,0,399953000,271428356,25.19,5.35,447158977,102.3
61,35161,3071251,1605,162223,0,0,346361857,279680537,25.21,5.2,421110578,102.2
62,35623,3371057,4739,188297,46760,23941120,443693395,325606408,26.08,5.3,484118882,102.1
63,6416,4242836,938,257799,0,0,549849535,373635167,24.72,5.07,575233396,107.7
64,465758,4987623,64347,321066,2992,1531904,947319007,1003500843,32.47,6.07,1020893091,102.4
65,1034652,9309303,231181,749339,168,86016,1551074697,2157983544,39.5,6.96,1738692874,102.0
66,642022,5097906,133154,307483,0,0,1275251284,1589061317,38.51,6.59,1292375719,101.8
67,158038,4059528,7531,221938,0,0,753870269,713183358,25.32,5.26,809062370,102.0
68,26912,3347222,6519,181087,0,0,438903180,305318588,33.97,6.1,441611355,101.6
69,162625,4968060,17502,282949,1848,946176,558491280,440700106,31.86,5.68,620355734,101.6
70,15363,3142909,3175,247465,216,110592,501089107,337543960,25.0,5.2,525693042,101.5
71,22597,3928580,3902,241702,0,0,473400358,341424896,36.28,6.25,514281596,101.2
72,50321,4352606,917,232712,0,0,481730880,381203155,37.04,5.97,539953404,100.7
73,11451,2501444,195,120721,0,0,331302589,248599155,24.16,5.15,399510788,100.4
74,106523,4762390,13058,273391,3880,1986560,607758366,467809645,31.57,5.61,681604483,100.2
75,26841,4702812,2878,293748,20664,10579968,579272050,412489499,29.99,5.49,618589185,100.3
76,4499,3600721,1458,190844,23936,12255232,494130953,380073554,30.53,5.34,516880111,100.1
77,9313,4861750,1914,254592,21808,11165696,582745290,461396910,30.82,5.31,673955822,99.9
78,39799,5466923,1057,332645,19224,9842688,663304274,475257116,31.48,5.36,694917869,100.2
79,14292,4856199,7988,284849,20024,10252288,560388204,449438295,31.78,5.39,630357247,100.2
80,12960,3336106,1935,176609,27184,13918208,432797178,332949417,26.34,5.43,481265326,100.5
81,3892,3651067,641,224344,20320,10403840,469474168,337895677,26.38,5.31,517814558,100.8
82,6123,3776625,332,204432,20128,10305536,496414828,374795783,25.84,5.32,559201786,100.6
83,5291,4247278,489,228547,18736,9592832,555525015,398441063,25.37,5.27,622444262,100.3
84,8370,3184577,473,201438,17872,9150464,419422935,307852969,25.63,5.27,495803935,100.4
85,12210,3407075,478,195773,19840,10158080,468179259,317682230,25.91,5.33,536106182,100.1
86,4007,3382538,256,181935,18648,9547776,422440818,319066127,25.74,5.44,513182942,99.8
87,113383,4687164,3852,263160,19752,10113024,520889609,452411015,30.13,5.52,624945305,99.6
88,13794,3209645,763,168595,18024,9228288,423526811,361250574,24.6,5.39,524322073,99.8
89,24760,2833318,1961,136735,17760,9093120,403563490,295509097,24.49,5.34,462360017,113.7
90,4623,3084778,2211,191234,17416,8916992,413799908,284000119,26.6,5.25,462309372,113.4
91,13089,4912083,9521,297724,19496,9981952,610254917,462874651,29.74,5.36,666958956,112.8
