,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,pkg_pwr,ram_pwr,ref-cycles,power
0,33704,1888885,201,77401,0,0,246614987,175424036,25.26,5.6,309954960,114.3
1,128573,4829064,3991,237071,2960,1515520,645701155,484898464,26.85,5.27,721242788,96.2
2,16717,3690342,3532,203951,0,0,484180633,352055320,27.13,5.25,521848389,101.3
3,6324,2539655,272,134689,0,0,350631132,234899560,24.13,5.14,400430646,101.4
4,119758,4113659,5967,239828,0,0,568901090,412955333,27.33,5.31,613966456,101.4
5,13938,2707407,1215,132121,0,0,425677875,303397554,23.78,5.19,473352407,100.9
6,4996,1908930,47,110559,216,110592,280188219,204879148,24.11,5.12,329013626,101.2
7,1631,2833040,108,130593,0,0,359437014,238985279,25.11,4.96,421098064,100.7
8,7321,3516651,155,171677,0,0,446178559,304656195,23.91,4.99,509803587,100.2
9,81531,3088706,6975,161088,0,0,469210755,362532495,25.67,5.3,502591989,99.9
10,11516,3322639,432,195524,0,0,454004140,317040296,24.1,5.07,516636728,99.6
11,1988,2559598,65,148811,216,110592,349597504,232107124,24.48,5.02,385138905,99.6
12,6849,2878304,467,135864,0,0,360701733,242125878,24.14,5.06,414081802,99.4
13,2651,3060188,511,175658,0,0,447747729,286095475,24.33,5.02,479233002,99.0
14,85137,3566890,7025,181069,0,0,459437395,337279378,25.97,5.32,496977742,98.8
15,16178,2907276,1802,147255,0,0,416612623,281208046,24.79,5.16,435678074,98.7
16,75848,3852390,7386,178595,216,110592,498284243,386082872,24.42,5.27,574532449,98.9
17,34244,3289241,1965,150052,0,0,461217088,313694912,25.51,5.27,490385875,98.8
18,50027,2515687,1665,146959,0,0,374868890,273826381,24.45,5.17,420863193,98.6
19,71445,4899744,4784,218047,0,0,658819146,480438774,26.22,5.38,719709734,98.8
20,9620,2790948,551,134559,0,0,348814811,254711347,25.08,5.17,389022428,98.8
21,5970,3264699,303,176986,608,311296,405142654,271622075,24.96,5.06,462684223,99.2
22,7027,3457301,270,132600,0,0,385883855,312871268,24.11,5.05,492844021,99.0
23,109081,2593826,7939,139182,0,0,361860071,290697359,24.77,5.41,419133506,98.9
24,126003,4114609,17048,233779,0,0,516468624,443750396,27.64,5.48,612952904,98.7
25,59384,3930878,3589,200915,0,0,481880420,355252527,24.59,5.27,571856101,98.7
26,88053,3036402,5869,154496,1560,798720,404848900,317763342,24.98,5.29,466399414,104.9
27,17500,2917443,760,131685,280,143360,364304067,263033255,23.63,5.15,430704764,98.0
28,14141,2809995,657,154004,56,28672,409592956,261600998,24.02,5.07,443049880,98.0
29,174248,2931287,10656,203049,0,0,427713798,375718896,25.79,5.73,519811437,97.7
