,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,pkg_pwr,ram_pwr,ref-cycles,power
0,29787,2605172,143,133127,0,0,343029825,245992845,25.67,5.62,389884088,110.4
1,22905,4673513,216,270226,2800,1433600,537204920,369135832,26.76,5.17,607730594,92.8
2,11865,4534362,198,285380,0,0,551223267,384824413,26.79,5.17,581563227,92.8
3,3864,3804883,118,223049,0,0,437944183,299112428,29.42,5.12,463163379,92.7
4,6376,5277029,335,324055,0,0,624097975,424838033,27.54,5.11,645838476,93.2
5,7366,4879541,478,302486,440,225280,584498621,409478808,27.5,5.06,624192740,99.7
6,40525,5130724,537,281217,8456,4329472,616705377,427194435,27.69,5.12,661691526,100.0
7,9583,4547442,247,297740,0,0,566250932,378886333,27.15,5.16,614259903,100.6
8,5640,3617029,201,246294,560,286720,463113768,314761082,25.64,5.08,510890649,105.7
9,8466,4168955,118,243215,0,0,490239614,345727426,26.55,5.09,557628059,105.3
10,4381,3547473,73,208863,496,253952,457418842,308079451,25.5,5.06,479924731,105.5
11,5962,3518320,116,206377,0,0,442926795,314958151,26.01,5.06,493519178,105.1
12,7788,5467668,119,288478,0,0,549188102,375220828,27.94,5.06,660656220,104.9
13,3499,3976161,179,219402,0,0,466083983,331152589,26.24,5.04,502479375,104.5
14,3809,4171972,231,254809,0,0,490101419,334754783,26.39,4.98,531881486,103.9
15,3754,4124268,224,266914,272,139264,508124547,340013214,26.38,5.05,526837796,98.0
16,11658,5743491,236,380057,0,0,643599233,434213993,28.76,4.99,701889916,98.5
17,3522,3507366,313,235061,0,0,435861914,275691417,25.31,5.08,473525174,105.7
18,5165,5308222,303,329279,0,0,616768221,409339877,28.59,5.04,654248244,98.1
19,9220,3783997,212,220383,0,0,480040435,357266956,26.23,5.1,519920596,103.8
20,3987,4255342,165,227721,272,139264,503496399,349300237,25.86,5.04,536113422,103.4
21,52384,4490677,355,276976,0,0,519698466,389914337,29.64,5.19,541845329,103.7
22,19728,5017312,657,252517,0,0,571461994,401388460,27.48,5.08,632067138,103.2
23,5505,4651657,595,299988,0,0,570272474,389640782,27.44,5.09,606869694,103.5
24,8096,4006303,487,227604,0,0,488938684,315486816,25.83,5.06,511825553,103.2
25,9030,4461463,413,270203,272,139264,537339255,361090242,26.57,5.13,557861141,103.0
26,5566,3679792,624,200523,0,0,421599087,293821758,25.22,5.06,462000743,103.4
27,6306,3883103,703,246777,0,0,461082768,307123581,25.24,5.07,498811727,103.6
28,4023,4175079,711,225420,0,0,558541108,354409403,24.61,5.07,594059305,103.5
29,3799,4260345,341,273851,0,0,508719087,349551495,26.1,5.05,556140922,103.3
30,3856,3802294,146,242780,272,139264,476376185,305488286,25.27,5.05,498919653,102.9
31,5129,2876802,106,175749,0,0,375934427,265239050,24.83,5.06,421654070,102.5
32,16087,4730626,265,295240,0,0,578824776,399185685,27.32,5.16,621968557,102.1
33,3737,3861286,136,230203,0,0,485562292,314672854,26.22,5.14,506593018,101.8
34,7607,4767514,289,277856,0,0,563084467,370738707,27.34,5.06,592397060,101.6
35,5526,3551230,212,220963,272,139264,434246100,301887252,26.28,5.07,471483831,101.3
36,6793,3745690,174,242321,48112,24633344,464214576,311765458,25.36,5.09,499433778,100.9
37,6701,4984878,145,295669,0,0,594706100,402440534,28.32,5.1,624631061,101.2
38,4739,3897548,316,228154,0,0,445795462,322540870,25.86,5.06,501562410,101.3
39,4010,4016229,57,257491,0,0,488110209,339852237,25.95,5.08,526285058,101.9
40,3928,3914482,152,226115,496,253952,490239836,323904099,26.02,5.02,500518823,101.5
41,11699,4494550,699,266747,112,57344,539459826,356066357,26.15,5.11,576563710,101.1
42,15961,5002412,416,314855,0,0,594573468,407456752,27.28,5.15,638669956,101.7
43,6426,3902891,252,232361,0,0,494381458,331581872,25.96,5.15,518274721,101.7
44,4567,5591244,222,359818,112,57344,669515271,445842571,28.64,5.05,695400499,101.3
45,33934,3970949,140,210271,384,196608,453546122,337253788,26.14,5.12,517246372,101.3
46,7183,4010686,135,223492,0,0,444237648,320523333,26.03,5.02,524020020,101.2
47,6680,4118934,297,264087,0,0,493665832,323834563,26.26,5.15,528189576,101.5
48,8928,4271404,112,280440,0,0,512527484,341870668,26.41,5.05,549227874,101.4
49,3925,5311960,226,332395,0,0,612016828,415577449,28.18,5.01,658722669,107.1
