,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,ref-cycles,thread-count,pkg_pwr,ram_pwr,power
0,36675534,446438876,12214814,68122746,0,0,64974408520,73292886150,67218107810,79,137.01,15.84,208.6
1,39464578,453507884,13605388,69906342,0,0,67969768616,74250783220,68427048926,79,137.95,15.95,208.7
2,50203932,583341086,15892938,87850796,0,0,89140893996,98187263382,90210756396,79,138.4,15.83,208.7
3,39541714,469935770,13035520,70273272,0,0,70853073456,77988917407,71893100561,135,138.49,15.87,208.8
4,48591538,573023028,16346922,86291972,0,0,84938895334,93955546342,85604200000,135,137.95,15.9,208.9
5,32215158,448845506,9214386,70930442,0,0,66458010562,73411137170,66902807434,135,136.84,15.69,238.7
6,34102610,450771882,10639536,70652332,0,0,66717372678,72478922372,67419574554,135,137.25,15.66,257.3
7,46610988,565281212,15851388,86239966,0,0,83235169968,91637024790,83992922910,135,137.15,15.8,257.5
8,37207368,457967974,12018778,71576270,0,0,67778302912,74909054256,68471392584,135,137.4,15.81,257.5
9,74472438,1213688252,30877980,233553000,0,0,223468907908,133777801070,225444561860,183,163.72,16.36,257.5
10,81722538,1709971932,33222846,343679842,0,0,319801277528,156947265092,320526240360,183,175.18,16.17,257.5
11,101000514,2302685793,41072844,451525712,0,0,416519999798,198256280511,418118841779,183,177.02,16.22,257.6
12,81064166,1735580318,31371658,337820016,8,4096,314199265578,152810163622,315089886806,183,175.82,16.29,257.7
13,78043480,1770132336,32167946,352721496,56,28672,323420240344,154466545974,324800930968,183,175.55,16.18,257.6
14,78549992,1723729266,31730412,343087276,0,0,316894932542,150531949170,317862354944,183,175.6,16.25,257.7
15,87362130,1756925540,36091532,352774778,8728,4468736,324458960266,152767537596,325724614706,183,175.34,16.25,257.6
16,103272824,2215118252,44321538,440082736,8,4096,411865229946,193061706788,413254863360,183,176.22,16.27,257.6
17,81313036,1706285534,31673812,338158134,0,0,311129037596,149626908984,312033274698,183,175.11,16.3,257.7
18,83279768,1778208842,35647646,353260112,0,0,327542991972,154496954784,329116140434,183,176.47,16.23,257.6
19,76326314,1727762660,30020618,343354596,120,61440,309869372716,148207073914,310813520312,183,175.64,16.22,257.5
20,104053646,2197347576,41940418,433517472,0,0,397897989262,189655599332,399173216730,183,175.21,16.21,257.4
21,74933580,1738075386,29427938,343467842,0,0,310898801670,149136973752,311802298594,183,175.24,16.13,248.3
22,76314016,1732971576,29518788,341031038,0,0,310378812302,150540603076,311282106676,183,175.24,16.16,264.8
23,83532272,2104843856,30725030,407761866,0,0,377967820444,193967129570,379067120840,183,174.67,16.06,257.9
24,79291782,1736564698,30763088,342491532,152,77824,318494134180,162830486060,319358064684,183,175.82,16.22,257.8
25,67805594,1679210418,23197332,332384508,0,0,299979595180,157782822372,301133024252,183,174.04,16.03,257.6
26,78384002,1745314480,28966372,337973550,0,0,318512594544,169033161200,319460280268,183,175.67,16.17,257.6
27,73023458,1764321514,27245746,345699724,0,0,323292836762,172282752396,324450518744,183,176.59,16.14,257.7
28,94890654,2211966630,34190770,433879192,0,0,405852481824,217157093106,406937629894,183,175.63,16.06,257.9
29,63151760,1665742866,20188874,321397228,0,0,301218992258,167762875110,302203959088,183,174.12,15.92,257.8
30,73777852,1690985948,26330568,336031310,13816,7073792,312985136504,169633247892,314121166962,183,175.99,16.18,257.6
31,97385972,2182352044,36014248,430526218,0,0,403249679624,214886058812,404520772350,183,175.63,16.11,257.3
32,88133634,1803772580,35352044,355085154,0,0,335585552962,165717540414,336278589300,183,176.78,16.34,257.3
33,64410444,1679738498,20677720,328233394,0,0,301372325286,163973985520,302443972242,183,174.45,16.04,257.2
34,66304696,1674719416,21444818,325375602,8,4096,302053463674,165887697032,303006169538,183,174.54,16.02,257.1
35,83025038,2082588130,26354420,407000282,8,4096,376564217438,207316414206,377760008516,183,174.46,16.05,257.1
36,75520782,1697885354,27712988,335497160,0,0,306596863904,156419228924,307629441246,183,174.88,16.16,256.9
37,74496916,1682843506,25857810,330327834,0,0,300832674262,152495542956,301701451406,183,174.89,16.18,256.6
38,92499088,2092767136,32321440,409980964,0,0,367651101302,179633260338,368894894334,183,174.8,16.19,256.6
39,77067882,1705368370,27905124,331747716,0,0,302290947058,148561620506,303547349446,183,175.24,16.18,256.6
40,68065834,1659142956,23721710,326094022,0,0,298170743520,155631021598,298475117876,183,173.76,16.05,256.4
41,69439894,1652059946,22753940,322650336,0,0,292391927998,155150671602,293675011278,183,173.49,16.03,256.5
42,92231746,2123738762,32376690,413838666,0,0,376467244666,186296821622,377673578016,183,174.66,16.12,256.5
43,75998220,1703996138,28184724,331844298,72,36864,303046949654,150375130360,304321404262,183,174.5,16.2,248.5
