,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,pkg_pwr,ram_pwr,ref-cycles,power
0,192635,1480611,12107,62758,0,0,292915424,355394339,24.22,5.76,339060005,123.0
1,272759,1473367,3404,68037,5480,2805760,290405623,365778886,30.48,6.37,333968926,98.8
2,504520,2572974,17966,182600,0,0,527068493,621876811,30.12,6.24,563277629,98.3
3,87930,1717146,1584,109918,112,57344,376933237,406946319,22.46,5.61,472199232,97.9
4,30832,938879,769,72216,0,0,220845320,275578152,22.19,5.44,254296029,97.4
5,19274,1079834,334,57926,0,0,221460936,298690865,22.01,5.31,254747233,97.1
6,30733,1224367,496,70568,20384,10436608,277713822,352942411,22.09,5.36,327881314,96.9
7,167816,1347765,11112,123524,280,143360,338867149,386148424,22.78,5.59,385581486,96.6
8,64343,1351252,23446,81946,0,0,287970107,340240206,22.25,5.42,359250983,96.4
9,35652,935103,124,54976,0,0,240235133,267991324,22.33,5.44,272362403,96.1
10,20527,859934,205,51439,112,57344,207890180,265034655,22.3,5.36,258360995,95.9
11,20452,1156434,249,48503,720,368640,252448575,289688489,22.23,5.33,302949573,95.9
12,147306,1516668,15744,87102,0,0,316972236,377818070,22.88,5.59,361423659,95.7
13,63460,1283697,493,78879,0,0,269444775,322095426,22.26,5.41,340503521,95.6
14,29643,1004210,1377,59567,0,0,178750120,261693666,22.36,5.44,271635193,95.4
15,17396,926922,115,37080,0,0,212030557,249834136,22.26,5.3,249216594,95.4
16,23206,1188676,274,53030,3416,1748992,263589491,327934213,22.37,5.33,305607126,95.4
17,201534,1519272,7885,83075,280,143360,275223116,341587441,22.72,5.6,376781108,95.3
18,82848,1312718,383,65733,0,0,239059035,308326433,22.37,5.44,355175541,95.2
19,30409,894648,182,38167,0,0,194277271,206918305,22.38,5.39,223432122,95.1
20,28021,1218196,240,66743,0,0,256477096,306476064,22.21,5.29,315758495,95.0
21,12441,839731,238,53503,776,397312,157427758,163560909,22.19,5.32,202654725,95.1
22,204039,1793392,22317,113132,1736,888832,352768909,408472063,22.5,5.54,405476576,95.1
23,38599,1394995,6944,140337,0,0,260511019,287007664,22.56,5.64,321571535,95.0
24,25680,758615,763,39599,0,0,202874174,222260042,22.22,5.38,245140651,94.9
25,28351,1008939,1261,84705,0,0,246139558,252924193,22.25,5.33,294170573,94.9
26,11695,714934,237,49025,216,110592,211144923,230282680,22.3,5.36,238189883,95.0
27,219570,1739147,10204,103110,280,143360,359270120,418161963,22.77,5.57,475343902,95.2
28,190628,1625652,11962,74128,0,0,282315144,339920043,22.85,5.65,355131241,95.0
29,74857,1043500,1222,77260,0,0,234033338,260507732,22.19,5.39,274907199,95.0
30,48086,1287558,259,58193,784,401408,234743699,275990122,22.23,5.37,313360104,94.9
31,11870,851095,289,36795,2512,1286144,179366986,228611731,22.14,5.27,217294098,95.0
32,229397,1901006,20227,93030,0,0,350150743,395639600,22.78,5.58,415183140,95.1
33,139471,1410032,10244,96903,0,0,294954989,315558149,22.77,5.51,340251421,95.0
34,61174,1138873,4645,61284,0,0,275642552,319931967,22.22,5.35,322541659,94.9
35,9122,761756,214,58606,0,0,155895797,165993726,22.3,5.28,214533441,94.8
36,23516,979279,106,67634,72920,37335040,223178146,244132276,22.09,5.2,268865947,95.0
37,185098,1669651,7364,68151,336,172032,265390281,309197392,22.82,5.58,349293942,94.9
38,68825,1498992,710,48929,0,0,253548177,321007677,22.26,5.43,340715194,94.9
39,25689,980148,185,23284,0,0,195187970,236869907,22.31,5.37,231913266,94.8
40,46415,1290085,10772,37041,56,28672,226411703,283586376,22.18,5.35,302007537,94.9
41,11999,881930,1329,47643,776,397312,187882373,209370952,22.26,5.36,221182918,129.6
42,460791,2100428,25426,202981,0,0,1369084653,1622257631,31.86,6.53,1404784510,129.7
43,438348,1889193,41315,155112,0,0,2067323367,2581927173,39.54,6.96,2137159824,129.8
44,209001,1230788,29723,91793,0,0,2099021303,2629743810,39.52,6.97,2140002855,129.9
45,255071,1319595,33226,133637,0,0,2584442165,3233755976,39.52,6.96,2632952112,130.0
46,365713,1494013,28729,135907,216,110592,2027817671,2599159428,39.57,6.98,2110703640,130.1
47,400870,1367410,17056,117119,336,172032,1991100507,2560266862,39.54,6.96,2118733062,130.2
48,709850,5892256,39930,1175557,0,0,1858194122,1953515502,39.92,7.02,1900723532,130.4
49,1150726,11322955,63705,2513604,0,0,1676015379,1233170342,40.19,7.04,1725394310,130.6
50,1174066,11356440,56911,2493282,0,0,1641914913,1201024237,40.21,7.06,1712281031,130.6
51,1241614,11019745,9450,1302941,720,368640,1573497139,1219319406,40.28,7.0,1642324862,130.8
52,1308334,10901349,23867,1162757,0,0,1621562219,1322041626,40.26,7.01,1682081567,106.6
53,856450,6513992,6827,602011,0,0,934533663,811616392,35.57,6.54,995018090,95.5
54,265393,1750013,12422,87962,0,0,300809565,345837668,22.55,5.64,436469111,95.3
55,27902,931795,1467,60148,0,0,190856238,245885023,22.12,5.37,239007106,95.2
56,39986,1063569,758,69767,216,110592,239621641,276247180,22.25,5.36,293946437,95.3
57,167052,1536964,7604,53253,896,458752,251422802,357661659,22.58,5.53,351581504,95.3
58,98868,1785487,5452,109439,0,0,297137412,372990021,22.43,5.57,399685499,95.3
59,179163,1519650,8279,63485,0,0,196606841,308778378,22.77,5.54,335347549,95.2
60,48729,953166,5591,127194,0,0,278740029,326293787,22.22,5.39,333165822,95.1
61,18158,856738,1102,61576,1224,626688,149693374,220198495,22.37,5.35,232428649,95.2
62,202622,1508926,7674,73777,0,0,269545734,318096858,22.51,5.53,311120804,95.1
63,47859,1183019,2268,48928,0,0,261269208,310366411,22.32,5.45,303207484,95.0
64,21302,809826,286,49194,0,0,187180152,215531737,22.19,5.33,214097020,95.0
65,23609,900840,640,74439,0,0,241330806,282098661,22.27,5.33,284213680,94.9
66,7623,751443,293,48413,216,110592,113435597,177749160,22.07,5.26,207198650,95.0
67,218714,1475758,10364,111354,336,172032,380142714,408055703,22.73,5.6,433614363,95.0
68,26163,985361,184,57138,0,0,192676641,216664529,22.2,5.38,250321060,94.9
69,64379,1130159,182,55127,0,0,221588151,292054195,22.28,5.39,319231207,106.6
70,476680,1413994,123094,189689,0,0,294970966,320682395,27.16,5.97,383902168,94.7
71,801166,2426987,227828,313336,77496,39677952,718766086,877571805,22.81,5.54,728644801,94.8
72,199731,1275348,13238,95265,0,0,319443699,346184324,22.82,5.67,374606296,94.8
73,54306,1084706,1435,90900,0,0,285906778,304908906,22.22,5.39,323771407,94.8
74,96046,848290,2097,40995,0,0,193151109,252895620,22.49,5.45,273238876,94.7
75,28282,694715,387,79025,0,0,173136844,215204325,22.2,5.28,253305509,94.7
76,28974,1007084,160,57564,3400,1740800,200746496,208178599,22.26,5.32,275421878,94.8
77,240069,1404804,9430,100402,336,172032,286503766,290876330,22.65,5.61,350931093,94.8
78,55697,1222032,24270,74496,0,0,269448380,327209140,22.52,5.48,323603414,94.8
79,23151,967252,634,32902,0,0,190494828,227282728,22.31,5.33,239915639,94.7
