,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,ref-cycles,thread-count,pkg_pwr,ram_pwr,power
0,20769274938309,159082249358241,2618344846662,11887725901740,0,0,64043008495109451,85351741405480977,64411241339619321,309,194.52,17.52,275.3
1,21172561830315,162171225073935,2669186494170,12118555530900,46218431,23663836672,65286562058121285,87009056772577695,65661945054951735,315,195.26,17.36,275.8
2,21643063204322,165775030075578,2728501749596,12387856764920,0,0,66737374548301758,88942591367523866,67121099389506218,322,191.32,16.71,275.8
3,21575848722321,165260200789629,2720028141678,12349385160060,26410532,13522192384,66530115621133119,88666372139674413,66912648770284149,321,192.9,16.95,266.9
4,21038132866313,161141566502037,2652239278334,12041612321180,0,0,64872044203784007,86456618316878789,65245043816507597,313,188.03,16.44,261.7
5,21306990794317,163200883645833,2686133710006,12195498740620,0,0,65701079912458563,87561495228276601,66078846293395873,317,182.51,16.7,261.8
6,21172561830315,162171225073935,2669186494170,12118555530900,33013165,16902740480,65286562058121285,87009056772577695,65661945054951735,315,179.23,16.06,262.2
7,21575848722321,165260200789629,2720028141678,12349385160060,0,0,66530115621133119,88666372139674413,66912648770284149,321,177.75,16.91,262.0
8,20769274938309,159082249358241,2618344846662,11887725901740,33013165,16902740480,64043008495109451,85351741405480977,64411241339619321,309,181.31,17.37,272.5
9,23457854218349,179675420796201,2957289163382,13426590096140,0,0,72333365581855011,96400510519459097,72749266108502081,349,180.0,16.85,277.6
10,21844706650325,167319517933425,2753922573350,12503271579500,0,0,67359151329807675,89771249051072225,67746451247172425,325,190.98,16.86,277.3
11,21105347348314,161656395787986,2660712886252,12080083926040,33013165,16902740480,65079303130952646,86732837544728242,65453494435729666,314,188.7,17.22,277.0
12,18820054960280,144152200065720,2372610217040,10772049360800,0,0,58032499607218920,77341383797846840,58366173382179320,280,191.66,17.09,269.2
13,21777492168324,166804688647476,2745448965432,12464799974640,66026330,33805480960,67151892402639036,89495029823222772,67538000627950356,324,186.71,16.84,268.6
14,21441419758319,164230542217731,2703080925842,12272441950340,0,0,66115597766795841,88113933683975507,66495747531840011,319,182.73,16.59,268.0
15,21710277686323,166289859361527,2736975357514,12426328369780,0,0,66944633475470397,89218810595373319,67329550008728287,323,181.18,16.67,267.7
16,21374205276318,163715712931782,2694607317924,12233970345480,0,0,65908338839627202,87837714456126054,66287296912617942,318,179.09,17.17,260.1
17,20970918384312,160626737216088,2643765670416,12003140716320,0,0,64664785276615368,86180399089029336,65036593197285528,312,180.07,17.33,276.3
18,24869358340370,190486835801130,3135234929660,14234493798200,26410532,13522192384,76685803052396430,102201114304297610,77126729112165530,370,182.6,16.85,276.2
19,21777492168324,166804688647476,2745448965432,12464799974640,0,0,67151892402639036,89495029823222772,67538000627950356,324,191.61,16.88,275.6
20,21643063204322,165775030075578,2728501749596,12387856764920,0,0,66737374548301758,88942591367523866,67121099389506218,322,186.54,17.16,275.4
21,21239776312316,162686054359884,2677660102088,12157027135760,0,0,65493820985289924,87285276000427148,65870395674173804,316,189.54,17.0,269.5
22,21172561830315,162171225073935,2669186494170,12118555530900,0,0,65286562058121285,87009056772577695,65661945054951735,315,186.06,16.73,269.3
23,21844706650325,167319517933425,2753922573350,12503271579500,39615798,20283288576,67359151329807675,89771249051072225,67746451247172425,325,182.57,16.38,264.0
24,20500417010305,157022932214445,2584450414990,11733839482300,0,0,63213972786434895,84246864494083165,63577438862731045,305,183.38,17.21,264.0
25,20903703902311,160111907930139,2635292062498,11964669111460,0,0,64457526349446729,85904179861179883,64828142578063459,311,179.16,17.01,263.6
26,21374205276318,163715712931782,2694607317924,12233970345480,26410532,13522192384,65908338839627202,87837714456126054,66287296912617942,318,180.75,17.42,269.1
27,22852923880340,175041957222660,2881026692120,13080345652400,0,0,70468035237337260,93914537468814020,70873210535503460,340,176.33,16.07,278.5
28,21643063204322,165775030075578,2728501749596,12387856764920,39615798,20283288576,66737374548301758,88942591367523866,67121099389506218,322,192.93,17.18,278.3
29,21508634240320,164745371503680,2711554533760,12310913555200,0,0,66322856693964480,88390152911824960,66704198151062080,320,190.36,17.44,271.9
30,18685625996278,143122541493822,2355663001204,10695106151080,0,0,57617981752881642,76788945342147934,57949272143735182,278,188.09,16.83,272.0
31,22718494916338,174012298650762,2864079476284,13003402442680,39615798,20283288576,70053517382999982,93362099013115114,70456309297059322,338,186.19,16.4,271.6
32,21777492168324,166804688647476,2745448965432,12464799974640,33013165,16902740480,67151892402639036,89495029823222772,67538000627950356,324,186.3,16.61,271.2
33,21105347348314,161656395787986,2660712886252,12080083926040,39615798,20283288576,65079303130952646,86732837544728242,65453494435729666,314,182.21,16.87,262.9
34,21038132866313,161141566502037,2652239278334,12041612321180,0,0,64872044203784007,86456618316878789,65245043816507597,313,180.19,16.69,268.0
35,20365988046303,155993273642547,2567503199154,11656896272580,46218431,23663836672,62799454932097617,83694426038384259,63160537624286907,303,180.45,17.32,267.8
36,16736406018249,128192492201301,2109928371582,9579429610140,0,0,51607472864991111,68778587734513797,51904204186295181,249,179.52,17.07,279.9
37,25138216268374,192546152944926,3169129361332,14388380217640,0,0,77514838761070986,103305991215695422,77960531589053806,374,190.16,17.42,279.6
38,20769274938309,159082249358241,2618344846662,11887725901740,39615798,20283288576,64043008495109451,85351741405480977,64411241339619321,309,190.2,17.38,279.3
39,19626628744292,150330151497108,2474293512056,11233708619120,0,0,60519606733242588,80656014532040276,60867580812844148,292,188.55,16.49,278.8
40,21172561830315,162171225073935,2669186494170,12118555530900,0,0,65286562058121285,87009056772577695,65661945054951735,315,189.76,16.88,270.6
41,21038132866313,161141566502037,2652239278334,12041612321180,0,0,64872044203784007,86456618316878789,65245043816507597,313,186.08,16.54,270.3
42,17542979802261,134370443632689,2211611666598,10041088868460,0,0,54094579991014779,72093218468707233,54405611616960009,261,183.36,16.82,265.1
43,20903703902311,160111907930139,2635292062498,11964669111460,33013165,16902740480,64457526349446729,85904179861179883,64828142578063459,311,181.06,16.7,265.5
44,20903703902311,160111907930139,2635292062498,11964669111460,0,0,64457526349446729,85904179861179883,64828142578063459,311,179.19,17.13,265.2
45,21374205276318,163715712931782,2694607317924,12233970345480,0,0,65908338839627202,87837714456126054,66287296912617942,318,180.92,17.47,277.7
46,23659497664352,181219908654048,2982709987136,13542004910720,0,0,72955142363360928,97229168203007456,73374617966168288,352,184.34,16.91,277.8
47,18080695658269,138489077920281,2279400529942,10348861707340,0,0,55752651408363891,74302972291502857,56073216570736561,269,191.56,16.59,278.1
48,21575848722321,165260200789629,2720028141678,12349385160060,33013165,16902740480,66530115621133119,88666372139674413,66912648770284149,321,189.22,17.91,277.6
49,21239776312316,162686054359884,2677660102088,12157027135760,0,0,65493820985289924,87285276000427148,65870395674173804,316,188.23,16.89,271.7
50,22046350096328,168864005791272,2779343397104,12618686394080,0,0,67980928111313592,90599906734620584,68371803104838632,328,186.49,16.63,271.2
51,21239776312316,162686054359884,2677660102088,12157027135760,0,0,65493820985289924,87285276000427148,65870395674173804,316,182.08,16.52,264.5
52,21038132866313,161141566502037,2652239278334,12041612321180,33013165,16902740480,64872044203784007,86456618316878789,65245043816507597,313,182.04,16.96,264.8
53,20029915636298,153419127212802,2525135159564,11464538248280,33013165,16902740480,61763160296254422,82313329899136994,62118284528176562,298,178.38,17.01,264.7
54,21239776312316,162686054359884,2677660102088,12157027135760,0,0,65493820985289924,87285276000427148,65870395674173804,316,180.56,17.42,275.3
55,24197213520360,185338542941640,3050498850480,13849777749600,0,0,74613213780710040,99438922025803080,75042222919944840,360,182.31,16.84,281.2
56,18147910140270,139003907206230,2287874137860,10387333312200,0,0,55959910335532530,74579191519352310,56281667189958630,270,193.13,17.12,273.6
57,21777492168324,166804688647476,2745448965432,12464799974640,13205266,6761096192,67151892402639036,89495029823222772,67538000627950356,324,186.79,17.09,273.7
58,21777492168324,166804688647476,2745448965432,12464799974640,39615798,20283288576,67151892402639036,89495029823222772,67538000627950356,324,188.33,16.79,273.5
59,21374205276318,163715712931782,2694607317924,12233970345480,0,0,65908338839627202,87837714456126054,66287296912617942,318,185.25,16.43,273.0
60,21038132866313,161141566502037,2652239278334,12041612321180,0,0,64872044203784007,86456618316878789,65245043816507597,313,185.87,16.55,267.8
61,21239776312316,162686054359884,2677660102088,12157027135760,0,0,65493820985289924,87285276000427148,65870395674173804,316,181.73,16.98,267.5
62,20903703902311,160111907930139,2635292062498,11964669111460,0,0,64457526349446729,85904179861179883,64828142578063459,311,179.56,17.0,267.5
63,17811837730265,136429760776485,2245506098270,10194975287900,0,0,54923615699689335,73198095380105045,55239414093848285,265,180.41,17.55,259.9
64,20634845974307,158052590786343,2601397630826,11810782692020,46218431,23663836672,63628490640772173,84799302949782071,63994340101175183,307,176.51,16.22,279.8
65,23726712146353,181734737939997,2991183595054,13580476515580,0,0,73162401290529567,97505387430856909,73583068585390357,353,187.21,17.18,279.5
66,20903703902311,160111907930139,2635292062498,11964669111460,0,0,64457526349446729,85904179861179883,64828142578063459,311,192.12,17.53,279.4
67,21239776312316,162686054359884,2677660102088,12157027135760,0,0,65493820985289924,87285276000427148,65870395674173804,316,188.84,17.05,273.0
68,21508634240320,164745371503680,2711554533760,12310913555200,19807899,10141644288,66322856693964480,88390152911824960,66704198151062080,320,187.08,16.59,272.7
69,20769274938309,159082249358241,2618344846662,11887725901740,33013165,16902740480,64043008495109451,85351741405480977,64411241339619321,309,185.39,16.57,272.4
70,21306990794317,163200883645833,2686133710006,12195498740620,0,0,65701079912458563,87561495228276601,66078846293395873,317,183.53,16.8,265.8
71,20702060456308,158567420072292,2609871238744,11849254296880,0,0,63835749567940812,85075522177631524,64202790720397252,308,181.66,16.77,265.8
72,21038132866313,161141566502037,2652239278334,12041612321180,33013165,16902740480,64872044203784007,86456618316878789,65245043816507597,313,179.55,17.44,265.5
73,19626628744292,150330151497108,2474293512056,11233708619120,0,0,60519606733242588,80656014532040276,60867580812844148,292,179.6,16.96,275.2
74,23390639736348,179160591510252,2948815555464,13388118491280,33013165,16902740480,72126106654686372,96124291291609644,72540815489280012,348,183.94,16.91,275.7
75,21239776312316,162686054359884,2677660102088,12157027135760,0,0,65493820985289924,87285276000427148,65870395674173804,316,192.31,16.77,275.9
76,21844706650325,167319517933425,2753922573350,12503271579500,0,0,67359151329807675,89771249051072225,67746451247172425,325,189.39,17.72,275.9
77,21710277686323,166289859361527,2736975357514,12426328369780,0,0,66944633475470397,89218810595373319,67329550008728287,323,187.53,16.74,270.0
78,21777492168324,166804688647476,2745448965432,12464799974640,0,0,67151892402639036,89495029823222772,67538000627950356,324,184.88,16.76,269.8
79,21105347348314,161656395787986,2660712886252,12080083926040,52821064,27044384768,65079303130952646,86732837544728242,65453494435729666,314,182.4,16.62,269.3
80,23054567326343,176586445080507,2906447515874,13195760466980,0,0,71089812018843177,94743195152362379,71498562393169667,343,181.13,16.88,269.0
81,21306990794317,163200883645833,2686133710006,12195498740620,0,0,65701079912458563,87561495228276601,66078846293395873,317,179.75,17.54,268.5
82,21172561830315,162171225073935,2669186494170,12118555530900,0,0,65286562058121285,87009056772577695,65661945054951735,315,180.57,17.45,273.8
83,22920138362341,175556786508609,2889500300038,13118817257260,0,0,70675294164505899,94190756696663473,71081661154725529,341,183.19,16.88,274.4
84,21643063204322,165775030075578,2728501749596,12387856764920,72628963,37186029056,66737374548301758,88942591367523866,67121099389506218,322,191.01,16.82,274.9
85,21508634240320,164745371503680,2711554533760,12310913555200,0,0,66322856693964480,88390152911824960,66704198151062080,320,189.85,17.86,275.0
86,21575848722321,165260200789629,2720028141678,12349385160060,0,0,66530115621133119,88666372139674413,66912648770284149,321,187.51,16.8,274.4
87,21643063204322,165775030075578,2728501749596,12387856764920,0,0,66737374548301758,88942591367523866,67121099389506218,322,185.89,16.73,268.6
88,21643063204322,165775030075578,2728501749596,12387856764920,0,0,66737374548301758,88942591367523866,67121099389506218,322,181.7,16.46,268.4
89,21441419758319,164230542217731,2703080925842,12272441950340,26410532,13522192384,66115597766795841,88113933683975507,66495747531840011,319,182.21,16.97,268.1
90,21441419758319,164230542217731,2703080925842,12272441950340,0,0,66115597766795841,88113933683975507,66495747531840011,319,179.0,17.14,267.8
91,22247993542331,170408493649119,2804764220858,12734101208660,0,0,68602704892819509,91428564418168943,68997154962504839,331,180.76,17.34,268.3
92,24264428002361,185853372227589,3058972458398,13888249354460,0,0,74820472707878679,99715141253652533,75250673539166909,361,182.34,16.74,276.6
93,20769274938309,159082249358241,2618344846662,11887725901740,46218431,23663836672,64043008495109451,85351741405480977,64411241339619321,309,190.05,16.7,276.0
94,21105347348314,161656395787986,2660712886252,12080083926040,26410532,13522192384,65079303130952646,86732837544728242,65453494435729666,314,184.64,17.1,276.1
95,21374205276318,163715712931782,2694607317924,12233970345480,0,0,65908338839627202,87837714456126054,66287296912617942,318,188.29,16.45,276.2
96,21643063204322,165775030075578,2728501749596,12387856764920,0,0,66737374548301758,88942591367523866,67121099389506218,322,189.85,17.22,275.6
97,21038132866313,161141566502037,2652239278334,12041612321180,0,0,64872044203784007,86456618316878789,65245043816507597,313,185.43,16.54,267.5
98,21508634240320,164745371503680,2711554533760,12310913555200,0,0,66322856693964480,88390152911824960,66704198151062080,320,181.2,17.11,267.2
99,20500417010305,157022932214445,2584450414990,11733839482300,26410532,13522192384,63213972786434895,84246864494083165,63577438862731045,305,180.1,16.8,267.4
100,22315208024332,170923322935068,2813237828776,12772572813520,0,0,68809963819988148,91704783646018396,69205605581726908,332,180.68,17.45,267.0
101,20500417010305,157022932214445,2584450414990,11733839482300,0,0,63213972786434895,84246864494083165,63577438862731045,305,178.85,16.9,282.1
102,24936572822371,191001665087079,3143708537578,14272965403060,0,0,76893061979565069,102477333532147063,77335179731387599,371,191.92,17.61,281.6
103,20970918384312,160626737216088,2643765670416,12003140716320,0,0,64664785276615368,86180399089029336,65036593197285528,312,189.64,17.33,276.3
104,20970918384312,160626737216088,2643765670416,12003140716320,46218431,23663836672,64664785276615368,86180399089029336,65036593197285528,312,186.9,16.79,276.1
105,21038132866313,161141566502037,2652239278334,12041612321180,0,0,64872044203784007,86456618316878789,65245043816507597,313,188.32,16.77,275.6
106,21038132866313,161141566502037,2652239278334,12041612321180,0,0,64872044203784007,86456618316878789,65245043816507597,313,184.52,16.44,269.1
107,21038132866313,161141566502037,2652239278334,12041612321180,0,0,64872044203784007,86456618316878789,65245043816507597,313,181.85,16.84,268.7
108,21844706650325,167319517933425,2753922573350,12503271579500,0,0,67359151329807675,89771249051072225,67746451247172425,325,179.51,16.52,268.5
109,21575848722321,165260200789629,2720028141678,12349385160060,33013165,16902740480,66530115621133119,88666372139674413,66912648770284149,321,179.35,17.27,263.1
110,21374205276318,163715712931782,2694607317924,12233970345480,0,0,65908338839627202,87837714456126054,66287296912617942,318,177.62,16.73,274.7
111,24734929376368,189457177229232,3118287713824,14157550588480,0,0,76271285198059152,101648675848598704,76709827873721392,368,184.73,17.29,281.6
112,20702060456308,158567420072292,2609871238744,11849254296880,0,0,63835749567940812,85075522177631524,64202790720397252,308,192.0,16.87,281.2
