,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,ref-cycles,thread-count,pkg_pwr,ram_pwr,power
0,2365130,22164858,981338,3053446,0,0,149806232788,190830122124,150558560842,0,170.55,14.12,235.0
1,1905606,18792374,976178,3760906,56416,28884992,178946474418,224000811974,180113272698,0,169.92,13.99,235.5
2,1865602,344884184,2871734,228006122,13496,6909952,228859299560,237176669602,230273907192,0,175.77,14.27,240.6
3,1151372,365511316,9910936,369616250,0,0,183019267452,147418271132,184280514260,0,176.75,14.52,240.9
4,864322,237384098,5260282,251306306,0,0,123841156716,99624659772,124828372974,0,175.94,14.54,241.4
5,1099640,521831966,7158538,560720316,56,28672,268044012478,220734801726,270834756916,0,176.62,14.07,250.5
6,2021580,222191036,655442,242347772,1336,684032,115252994316,93350596750,116121439992,0,176.42,14.41,250.5
7,4600650,478199738,1877274,498811516,31160,15953920,236922023040,191633413360,238807870530,0,177.06,14.44,250.5
8,2597000,246315926,1207452,256825124,0,0,120846995750,97722941958,121746209432,0,177.0,14.48,250.6
9,7390786,514406184,2893546,534511810,0,0,257061160206,209864946842,259030821202,0,177.21,14.52,250.8
10,6186760,448129133,2622510,464694656,0,0,219738928056,178992877868,221678237397,0,177.29,14.53,250.9
11,7834138,333520002,3345706,189338260,712,364544,147298484264,143049025146,149441781198,0,176.83,14.8,251.0
12,12387354,511208554,5529344,86595670,0,0,229896796156,224843147576,231331045026,0,176.12,14.89,251.3
13,12922270,426878922,5473812,71318132,0,0,178656146894,170297360400,180657372490,0,176.69,14.96,251.4
14,14554784,413067426,6556174,67290246,56,28672,156070808074,145850016598,157964561590,0,177.92,15.14,251.5
15,10349894,463238860,4438382,82072800,0,0,185549616358,171135355568,187286748992,0,176.93,14.77,251.5
16,4963330,455752474,13039940,362549838,1112,569344,208836400290,163174291180,210276035398,0,176.82,14.87,251.8
17,1649362,206734628,6917218,194601770,0,0,99225217178,80725377856,99986676732,0,177.29,14.84,252.1
18,7693780,409427152,12629610,429375010,64632,33091584,213112658300,172965392212,215057158080,0,177.12,14.92,252.2
19,6762588,406857008,12504246,421690762,168,86016,208341219540,167693990604,210193406180,0,177.56,14.92,261.4
20,4462370,404666492,14268140,450333136,0,0,223868713112,181301210106,225406576282,0,177.0,14.81,248.3
21,2734060,351183086,10817166,384642178,5368,2748416,186256011654,146052734690,187710304616,0,176.81,14.72,262.1
22,1531102,336370900,10161448,379828156,0,0,186970392402,147254818162,188243542024,0,176.49,14.64,249.2
23,1383228,355552942,11357060,395610820,0,0,189901383856,148926292622,191975300546,0,176.7,14.73,249.8
24,1052032,209081456,8264684,214962148,0,0,108671809520,83669512018,109436480596,0,177.45,14.64,250.2
