,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,pkg_pwr,ram_pwr,ref-cycles,power
0,19628,859710,59,10586,0,0,156058232,139112308,23.05,5.47,190292586,99.7
1,231297,2222563,11975,135190,1000,512000,354369974,357793800,23.19,5.56,438620543,109.8
2,15333,1239072,1808,99044,952,487424,231143838,198703575,22.34,5.21,322183521,93.7
3,97395,1447570,4357,98482,0,0,297065293,266099981,23.01,5.43,343943490,93.8
4,14170,1049698,3965,82302,2128,1089536,156211433,159264119,22.26,5.21,237104843,93.9
5,213901,3041125,55938,157590,9232,4726784,523201487,527418373,23.19,5.77,630779534,93.9
6,163198,2203343,37315,136715,0,0,443000613,492014702,24.86,5.86,551849012,94.2
7,259744,2292267,42450,103084,0,0,399272205,496324845,23.13,5.8,539866366,94.5
8,275695,2768097,35360,119612,5376,2752512,496308259,650059821,23.22,5.85,700361078,94.7
9,210882,2343994,29849,139379,112,57344,440685499,509728190,23.46,5.84,556050091,94.9
10,208129,1675941,16765,70796,14248,7294976,272993122,218878017,22.55,5.59,313633098,94.9
11,582718,2868501,12484,98145,0,0,463162627,550950806,23.47,5.72,591826177,95.0
12,330344,2064410,12548,87977,0,0,332001684,343533851,22.97,5.66,405414469,100.2
13,116697,1121868,2504,42931,0,0,218974711,192737612,22.42,5.38,272631225,100.0
14,15475,1144342,226,63650,0,0,185202283,144815557,22.13,5.17,254702075,99.6
15,95430,1440022,13605,76293,328,167936,263266339,232511376,22.62,5.35,316913954,99.3
16,84106,1668760,5019,81089,0,0,287644672,261878418,22.57,5.43,350688563,99.0
17,23195,1173116,1466,78413,0,0,167852431,153817139,22.37,5.29,278382450,98.7
18,8942,997098,333,58147,0,0,172755759,134002981,22.26,5.19,205820304,98.7
19,12665,1107125,449,56994,0,0,205344494,168437057,22.06,5.14,249002933,98.4
20,21128,1096375,457,59506,216,110592,202633911,164027161,22.23,5.3,251913382,97.9
21,95910,1670246,15245,127892,0,0,319386415,323689027,22.8,5.42,396390837,97.6
22,41058,1349554,1512,67162,0,0,234844866,193194952,22.12,5.35,272433751,97.2
23,11959,819088,539,59164,280,143360,183965808,143167752,22.28,5.37,217484398,97.0
24,205633,1388703,7934,86514,0,0,209074019,190568378,36.3,6.78,287598751,96.7
25,129476,2083213,4313,63116,1504,770048,250143995,271284843,24.45,5.35,337851338,96.4
26,101269,2472477,8121,104031,0,0,239146024,309557184,23.05,5.52,400400247,96.1
27,47183,1716588,1871,80126,0,0,191291605,200217312,22.35,5.4,351279501,96.0
28,61938,1677310,8285,76786,1400,716800,230904759,241014495,22.63,5.38,336640997,96.1
29,28200,1261362,1751,57828,56,28672,123237614,128283974,22.15,5.33,219288652,95.9
30,13212,1198597,3892,56150,384,196608,215053229,174957622,22.12,5.23,257636924,110.2
31,102053,1569281,9449,98344,0,0,237110715,231719431,25.12,5.69,316491235,110.7
32,151311,1838295,9635,112625,0,0,309020209,305470640,30.14,5.95,365862579,94.8
33,72096,1935392,3053,96335,112,57344,271134844,241280823,31.27,6.25,347695468,95.0
34,137354,1652087,4766,112298,56,28672,297240176,283658443,32.55,6.03,334001205,95.2
35,48453,1579505,12215,104613,888,454656,274954739,252639975,22.31,5.43,332580685,95.1
36,139216,2259312,5327,90078,0,0,315655740,359626719,23.21,5.47,421162759,95.1
37,81227,1410088,1059,106462,0,0,192150918,205249393,34.27,6.49,262815859,95.0
38,258236,1444302,1761,56535,2176,1114112,194875100,194799937,40.27,7.04,235403848,116.4
39,513611,1835979,13521,87844,48736,24952832,271160730,348569482,40.37,7.14,323147949,99.9
40,304472,1330284,7830,61556,390256,199811072,230336737,247561470,40.41,7.13,270975081,130.5
41,559212,4017003,50075,296305,0,0,732227365,744822730,40.17,6.85,796672604,96.4
42,194152,3854787,7773,271207,0,0,798437962,803637799,40.06,6.75,845358804,96.1
43,156387,3941736,4958,226207,0,0,670873905,644153262,39.95,6.96,724827895,107.3
44,315335,1490847,4812,60298,56,28672,205888293,201774559,39.9,7.05,231972421,132.1
45,387964,1262783,7811,54911,256864,131514368,186410128,177390914,39.89,7.01,233350653,132.3
46,507243,4006532,9758,218728,0,0,683621465,680173680,39.97,6.97,745534065,132.4
47,92994,3081258,4558,196572,0,0,555429550,558028521,39.76,6.99,617628234,132.4
48,219942,1141765,11487,80683,0,0,194089005,164834428,39.76,7.01,217785982,132.3
49,221178,1044287,7343,55721,0,0,171970376,131862034,39.84,6.99,182286956,132.4
50,242580,1020630,8273,66168,106560,54558720,162980643,135309402,39.83,7.03,202749286,132.4
51,286085,3197465,17046,200589,0,0,570029658,573673842,39.97,6.97,646752882,132.5
52,256221,1435820,3533,58324,0,0,161417966,176733662,39.89,7.02,261136110,132.5
53,415278,1368369,3672,36785,0,0,173936214,189911377,39.96,7.04,249267111,132.4
54,273621,1258817,5494,58224,1568,802816,167057126,141472107,39.94,7.03,231688880,132.3
55,281341,1060942,7291,56010,265936,136159232,167022866,127769940,40.12,7.07,191435259,132.4
56,647137,4021167,25642,238508,0,0,784341015,812947953,40.18,6.86,823232554,132.5
57,279903,2866924,8069,188324,0,0,541982601,544082521,40.25,6.87,585379062,132.5
58,218222,990131,10088,61947,0,0,178523299,145110264,40.51,7.28,208120958,132.5
59,309086,1108553,8856,52839,47480,24309760,191880814,151649219,40.49,7.27,218743429,132.5
60,335003,1015699,11625,58691,565480,289525760,142934494,160671085,40.44,7.23,207179866,132.6
61,802645,3903702,64646,272531,0,0,709662385,752501977,40.29,6.95,784897863,132.6
62,184057,3404216,3713,217339,0,0,693379136,709635705,40.15,6.76,746653596,132.7
63,177761,3394549,6484,216540,0,0,718666715,694450150,40.18,6.73,758455088,132.6
64,287968,2899491,8990,178145,0,0,575295812,568630348,40.22,6.9,648124859,132.7
65,290557,945875,8544,38958,293096,150065152,178494334,147860379,40.54,7.26,202679434,132.8
66,685245,4143566,31796,347467,0,0,797696599,826204392,40.29,6.91,854798933,132.9
67,304164,3224796,8975,177626,0,0,621503741,639580872,40.36,6.93,709873542,133.0
68,251560,959560,13998,65295,0,0,156283997,159490743,40.53,7.19,208594876,132.9
69,288889,1672513,16416,115499,44336,22700032,253665304,250220758,40.46,7.18,303850342,132.8
70,316167,1459624,8972,52594,469944,240611328,230328317,232959119,40.0,7.06,240303464,132.6
71,663283,4492672,37617,324843,0,0,954227408,970777928,39.95,6.41,987921590,132.8
72,72657,5352869,1285,334759,0,0,1117241669,1138862438,40.13,5.89,1214895518,132.8
73,36651,1922293,1773,76933,0,0,317212853,303253148,39.91,6.27,345686715,132.8
74,24738,865217,2165,56617,311984,159735808,115802984,108567147,39.93,6.47,160818678,132.8
75,147366,2933234,20491,227645,862712,441708544,606755978,698073247,40.09,6.67,685948197,132.9
76,146849,4993469,5785,383916,6,3072,909591848,1185302928,40.16,6.31,965734824,133.0
77,143685,4537152,4885,307528,0,0,859828037,918184703,39.95,6.21,913214255,132.7
78,22303,3700619,11793,205577,0,0,685516846,708284038,39.92,5.99,792094389,132.4
79,8340,3293075,624,203049,0,0,681870555,690514053,39.92,5.91,727034504,132.1
80,11917,3075342,587,212024,5424,2777088,644669292,661613451,40.0,5.88,701263533,131.9
81,86352,3228165,5841,216762,0,0,647070918,690084204,39.96,6.07,722120671,131.9
82,96228,3877082,4191,246598,0,0,781555380,783844585,39.87,6.15,824042449,131.8
83,36465,952531,1054,41545,0,0,164114844,149148297,39.77,6.39,188072076,131.7
84,38045,822069,1266,48306,0,0,163480540,149225857,39.74,6.48,176320780,131.5
85,37579,902460,7539,100988,542840,277934080,156976571,165978156,39.78,6.49,208008153,131.3
86,493642,4082250,114497,421584,476600,244019200,883488811,1027710676,39.91,6.74,1000894062,131.0
87,36594,3443304,1345,231434,0,0,684557006,687067598,39.87,6.04,715326114,130.8
88,19484,3334469,1203,225172,0,0,683899757,682783457,39.86,5.85,717740683,130.8
89,30761,2768469,1723,198164,0,0,578617035,567751778,39.83,6.26,636775079,130.7
90,44895,874729,276,48969,42048,21528576,154852742,147258097,39.71,6.66,170732522,130.7
91,343658,2577444,164259,237385,1053992,539643904,450436983,505659026,39.94,6.93,517742430,130.7
92,517825,4343373,136501,485943,1707152,874061824,936344025,1135903131,40.11,6.99,1054004336,130.9
93,221475,3779289,18770,241918,1667648,853835776,771423379,884655576,40.03,6.83,839152292,130.8
94,275265,4018940,84608,355909,1448592,741679104,839227229,952083497,40.05,6.88,919974476,130.7
95,216012,3718684,46974,315947,1401280,717455360,839398621,902509469,40.07,6.79,878790787,130.5
96,255186,3137414,37965,227215,1358064,695328768,582039804,645014525,40.06,6.83,646478663,130.6
97,343943,4395264,73296,350952,1489392,762568704,867429055,987694263,40.02,6.77,964095383,130.7
98,340935,4030614,88753,351204,1462296,748695552,831533325,904316605,40.16,6.82,947892350,131.1
99,642991,4289479,195996,564199,1729744,885628928,975544372,1076334239,40.12,6.98,1022327921,131.4
100,488994,4425855,153270,496276,1549144,793161728,990511179,1187129519,40.14,6.93,1082792184,131.5
101,501180,4575038,31072,323898,1684048,862232576,885029821,948089083,40.07,6.77,978551987,131.7
102,183685,3564476,37443,306079,1440624,737599488,769871412,836360679,40.02,6.75,834820965,131.8
103,238632,3484497,41030,287508,1464824,749989888,646597953,715356375,40.12,6.75,752729223,132.1
104,189687,3753926,48587,319527,1429824,732069888,849925814,929290175,40.1,6.62,899546549,132.2
105,257236,4235042,81720,419511,1376120,704573440,910008362,1027949135,39.75,6.61,978004214,132.3
